person_id,start,end,government,role
i-3kAjBmVsLrV8XDTkSBhmB8,1989-01-29,1991-10-04,Regeringen Carlsson II,invandrarminister
i-3kAjBmVsLrV8XDTkSBhmB8,1989-01-29,1991-10-04,Regeringen Carlsson II,jämställdhetsminister
i-3kVCtR7mCK6mW2F6oaBMR5,1989-01-29,1991-10-04,Regeringen Carlsson II,skolminister
i-BFGDB1bJnGJ9rKYG9ZeVSr,1989-01-30,1991-10-04,Regeringen Carlsson I,utbildningsminister
i-BFGDB1bJnGJ9rKYG9ZeVSr,1989-01-30,1991-10-04,Regeringen Carlsson II,utbildningsminister
i-5CGPntyQKYyZVCsCYHPNrm,1990-01-11,1991-10-04,Regeringen Carlsson I,socialminister
i-GFJcxAB9fyzG2VN1HakscJ,1990-01-11,1991-10-04,Regeringen Carlsson I,arbetsmarknadsminister
i-5CGPntyQKYyZVCsCYHPNrm,1990-01-11,1991-10-04,Regeringen Carlsson II,socialminister
i-GFJcxAB9fyzG2VN1HakscJ,1990-01-11,1991-10-04,Regeringen Carlsson II,arbetsmarknadsminister
i-4GVY7752otNoTwTzJjJXPV,1990-01-12,1991-10-04,Regeringen Carlsson I,energiminister
i-4GVY7752otNoTwTzJjJXPV,1990-01-12,1991-10-04,Regeringen Carlsson I,näringsminister
i-4GVY7752otNoTwTzJjJXPV,1990-01-12,1991-10-04,Regeringen Carlsson II,energiminister
i-4GVY7752otNoTwTzJjJXPV,1990-01-12,1991-10-04,Regeringen Carlsson II,näringsminister
i-SySN6qMqpcrxHXHJgwvJdT,1990-02-16,1990-02-27,Regeringen Carlsson I,Statsministerns ställföretädare
i-wfVKmWwu9tQqTHD55FwTQ,1990-02-16,1990-02-27,Regeringen Carlsson I,finansminister
i-76vYpYSFxb4errTa7fe3WJ,1990-02-27,1991-10-04,Regeringen Carlsson II,budgetminister
i-Nv77dySLCrLFFtvFyZSdjG,1990-02-27,1991-10-04,Regeringen Carlsson II,finansminister
i-wfVKmWwu9tQqTHD55FwTQ,1990-02-27,1991-10-04,Regeringen Carlsson II,Statsministerns ställföretädare
i-2QUfvPky9KMrG7dAcNtDxu,1991-10-04,1994-10-07,Regeringen Carl Bildt,EU-minister
i-2QUfvPky9KMrG7dAcNtDxu,1991-10-04,1994-10-07,Regeringen Carl Bildt,utrikeshandelsminister
i-3rnEh52NL7CXPJYcg4p7bD,1991-10-04,1994-10-07,Regeringen Carl Bildt,justitieminister
i-4i5vpDVzDizjgGeYkeoK2E,1991-10-04,1994-10-07,Regeringen Carl Bildt,idrottsminister
i-4i5vpDVzDizjgGeYkeoK2E,1991-10-04,1994-10-07,Regeringen Carl Bildt,skatteminister
i-5FsdBgp7zC1W8jXSUkwwDq,1991-10-04,1991-12-31,Regeringen Carl Bildt,bostadsminister
i-5FsdBgp7zC1W8jXSUkwwDq,1991-10-04,1994-10-07,Regeringen Carl Bildt,invandrarminister
i-5FsdBgp7zC1W8jXSUkwwDq,1991-10-04,1994-10-07,Regeringen Carl Bildt,kulturminister
i-6LsHqox8MeZANsGwVPy5Sr,1991-10-04,1994-10-07,Regeringen Carl Bildt,biträdande justitieminister
i-9J1gmLVJSnGBRMzrAVvtvR,1991-10-04,1994-10-07,Regeringen Carl Bildt,finansminister
i-BbWhKN8LYooYPeK77uLHBD,1991-10-04,1994-10-07,Regeringen Carl Bildt,utbildningsminister
i-CVa3GtLUphESXFxPuwSvNV,1991-10-04,1994-10-07,Regeringen Carl Bildt,jordbruksminister
i-D74cdq6EQpWG5dWigfnSSw,1991-10-04,1994-10-07,Regeringen Carl Bildt,energiminister
i-D74cdq6EQpWG5dWigfnSSw,1991-10-04,1994-10-07,Regeringen Carl Bildt,näringsminister
i-F75GdyfEGNRiwZrKbuWUGy,1991-10-04,1994-10-07,Regeringen Carl Bildt,arbetsmarknadsminister
i-FrizKF8qiYUeCD64QhzzFt,1991-10-04,1994-06-16,Regeringen Carl Bildt,miljöminister
i-FrizKF8qiYUeCD64QhzzFt,1991-10-04,1994-06-16,Regeringen Carl Bildt,minister för nordiskt samarbete
i-GvBe798bQfFYpnaboy7YCF,1991-10-04,1994-10-07,Regeringen Carl Bildt,försvarsminister
i-JZKa6caqdSKy8yhUyfEJeU,1991-10-04,1994-10-07,Regeringen Carl Bildt,sjukvårdsminister
i-JZKa6caqdSKy8yhUyfEJeU,1991-10-04,1994-10-07,Regeringen Carl Bildt,socialförsäkringsminister
i-MYV5TtBU5tQGwqDu4dq25s,1991-10-04,1994-10-07,Regeringen Carl Bildt,Statsministerns ställföretädare
i-MYV5TtBU5tQGwqDu4dq25s,1991-10-04,1994-10-07,Regeringen Carl Bildt,socialminister
i-PRHkYxGCaT2cbJpjjfnRtn,1991-10-04,1994-10-07,Regeringen Carl Bildt,skolminister
i-QrnhMBZLsGdbeBasmoTLpZ,1991-10-04,1994-10-07,Regeringen Carl Bildt,kommunikationsminister
i-TRhFqW81mc6ziiCGTSe6zp,1991-10-04,1994-10-07,Regeringen Carl Bildt,utrikesminister
i-TX8UjKrUpUeZgE2dqKJCFc,1991-10-04,1994-06-16,Regeringen Carl Bildt,planminister
i-WCrN5vpCNm6z9SvfXfby4e,1991-10-04,1994-10-07,Regeringen Carl Bildt,biståndsminister
i-h1aVBzexdmWPt4dFvXiYA,1991-10-04,1994-10-07,Regeringen Carl Bildt,konsumentminister
i-h1aVBzexdmWPt4dFvXiYA,1991-10-04,1994-10-07,Regeringen Carl Bildt,samfundsminister
i-h1aVBzexdmWPt4dFvXiYA,1991-10-04,1994-10-07,Regeringen Carl Bildt,ungdomsminister
i-h1aVBzexdmWPt4dFvXiYA,1991-10-21,1994-10-07,Regeringen Carl Bildt,civilminister
i-5FsdBgp7zC1W8jXSUkwwDq,1991-12-01,1993,Regeringen Carl Bildt,jämställdhetsminister
i-MYV5TtBU5tQGwqDu4dq25s,1993-01-15,1994-10-07,Regeringen Carl Bildt,jämställdhetsminister
i-F75GdyfEGNRiwZrKbuWUGy,1994-06-16,1994-10-07,Regeringen Carl Bildt,minister för nordiskt samarbete
i-TX8UjKrUpUeZgE2dqKJCFc,1994-06-16,1994-10-02,Regeringen Carl Bildt,miljöminister
i-CVa3GtLUphESXFxPuwSvNV,1994-10-02,1994-10-07,Regeringen Carl Bildt,miljöminister
i-2vgVV6cyMz23oX8PyzP8Cm,1994-10-07,1996-02-05,Regeringen Carlsson III,näringsminister
i-3FEh1q844FM3qRDgqmfWSF,1994-10-07,1996-03-22,Regeringen Carlsson III,socialförsäkringsminister
i-3kVCtR7mCK6mW2F6oaBMR5,1994-10-07,1996-03-22,Regeringen Carlsson III,finansminister
i-3sPbyicZy7gfbq8RdVTQMb,1994-10-07,1998-10-07,Regeringen Carlsson III,kommunikationsminister
i-4CwyNH4xXJhZj5wdBAzmSY,1994-10-07,2000-09-21,Regeringen Carlsson III,justitieminister
i-4qJ1WSYreoe9MGDFPCwZKy,1994-10-07,1996-03-22,Regeringen Carlsson III,jordbruksminister
i-4tfAWyiZEpB3Ss1Fh6QzqC,1994-10-07,1996-03-21,Regeringen Carlsson III,bostadsminister
i-4tfAWyiZEpB3Ss1Fh6QzqC,1994-10-07,1996-03-22,Regeringen Carlsson III,energiminister
i-5CGPntyQKYyZVCsCYHPNrm,1994-10-07,1996-03-22,Regeringen Carlsson III,socialminister
i-5iuSCbAspakd6XhUXCtA5E,1994-10-07,1996-03-22,Regeringen Carlsson III,arbetsmarknadsminister
i-71Yvb2NTa6umiP8SCefQeg,1994-10-07,1996-03-22,Regeringen Carlsson III,samordningsminister
i-8jYVPLDFthDkyj9gDfqNy4,1994-10-07,1996-03-22,Regeringen Carlsson III,arbetsrättsminister
i-8jYVPLDFthDkyj9gDfqNy4,1994-10-07,1996-03-22,Regeringen Carlsson III,invandrarminister
i-8rjVavTFp7UjLy1RbrHnia,1994-10-07,1997-02-01,Regeringen Carlsson III,försvarsminister
i-9iNp1MZbdkNsrM73feEQmc,1994-10-07,1998-10-06,Regeringen Carlsson III,utbildningsminister
i-BZDMLaDZjTMLecbbyhYS3t,1994-10-07,1996-03-22,Regeringen Carlsson III,EU-minister
i-BZDMLaDZjTMLecbbyhYS3t,1994-10-07,1996-03-22,Regeringen Carlsson III,minister för nordiskt samarbete
i-BZDMLaDZjTMLecbbyhYS3t,1994-10-07,1996-03-22,Regeringen Carlsson III,utrikeshandelsminister
i-GFJcxAB9fyzG2VN1HakscJ,1994-10-07,1995-11-16,Regeringen Carlsson III,Statsministerns ställföretädare
i-JchxQfU1zc3XVbvadFgBSn,1994-10-07,1996-03-22,Regeringen Carlsson III,civilminister
i-JchxQfU1zc3XVbvadFgBSn,1994-10-07,1996-03-22,Regeringen Carlsson III,idrottsminister
i-JchxQfU1zc3XVbvadFgBSn,1994-10-07,1996-03-22,Regeringen Carlsson III,jämställdhetsminister
i-JchxQfU1zc3XVbvadFgBSn,1994-10-07,1996-03-22,Regeringen Carlsson III,konsumentminister
i-JchxQfU1zc3XVbvadFgBSn,1994-10-07,2004-09-13,Regeringen Carlsson III,samfundsminister
i-JchxQfU1zc3XVbvadFgBSn,1994-10-07,1996-03-22,Regeringen Carlsson III,ungdomsminister
i-S7LcGmD5NuSMrFDW8LBeJ1,1994-10-07,1998-10-07,Regeringen Carlsson III,miljöminister
i-SZKUTdtCrCo58yNCQsH76,1994-10-07,1998-10-06,Regeringen Carlsson III,skolminister
i-SySN6qMqpcrxHXHJgwvJdT,1994-10-07,1998-10-07,Regeringen Carlsson III,utrikesminister
i-T2zoKSjQ4xPQ7xSU1J4Axv,1994-10-07,1999-06-11,Regeringen Carlsson III,biståndsminister
i-aihY66rhb8LqCkSn8GhKt,1994-10-07,1996-03-22,Regeringen Carlsson III,kulturminister
i-3sPbyicZy7gfbq8RdVTQMb,1994-10-07,1998-10-07,Regeringen Persson,kommunikationsminister
i-4CwyNH4xXJhZj5wdBAzmSY,1994-10-07,2000-09-21,Regeringen Persson,justitieminister
i-8rjVavTFp7UjLy1RbrHnia,1994-10-07,1997-02-01,Regeringen Persson,försvarsminister
i-9iNp1MZbdkNsrM73feEQmc,1994-10-07,1998-10-06,Regeringen Persson,utbildningsminister
i-JchxQfU1zc3XVbvadFgBSn,1994-10-07,2004-09-13,Regeringen Persson,samfundsminister
i-S7LcGmD5NuSMrFDW8LBeJ1,1994-10-07,1998-10-07,Regeringen Persson,miljöminister
i-SZKUTdtCrCo58yNCQsH76,1994-10-07,1998-10-06,Regeringen Persson,skolminister
i-SySN6qMqpcrxHXHJgwvJdT,1994-10-07,1998-10-07,Regeringen Persson,utrikesminister
i-T2zoKSjQ4xPQ7xSU1J4Axv,1994-10-07,1999-06-11,Regeringen Persson,biståndsminister
i-SySN6qMqpcrxHXHJgwvJdT,1995-11-17,2002-10-21,Regeringen Persson,Statsministerns ställföretädare
i-4tfAWyiZEpB3Ss1Fh6QzqC,1996-02-05,1996-03-22,Regeringen Carlsson III,näringsminister
i-4qJ1WSYreoe9MGDFPCwZKy,1996-03-22,1998-10-06,Regeringen Persson,arbetsmarknadsminister
i-5iuSCbAspakd6XhUXCtA5E,1996-03-22,1998-10-07,Regeringen Persson,energiminister
i-5iuSCbAspakd6XhUXCtA5E,1996-03-22,1998-10-07,Regeringen Persson,näringsminister
i-6Yv6bDMEdGpsmCZBFnnZk4,1996-03-22,1997-01-31,Regeringen Persson,handelsminister
i-76vYpYSFxb4errTa7fe3WJ,1996-03-22,1999-04-12,Regeringen Persson,finansminister
i-8jYVPLDFthDkyj9gDfqNy4,1996-03-22,1998-03-02,Regeringen Persson,idrottsminister
i-8jYVPLDFthDkyj9gDfqNy4,1996-03-22,1998-03-02,Regeringen Persson,integrationsminister
i-8jYVPLDFthDkyj9gDfqNy4,1996-03-22,1998-03-02,Regeringen Persson,konsumentminister
i-8jYVPLDFthDkyj9gDfqNy4,1996-03-22,1998-03-02,Regeringen Persson,ungdomsminister
i-JchxQfU1zc3XVbvadFgBSn,1996-03-22,2004-09-13,Regeringen Persson,kulturminister
i-L7Ay5GaFaMutWEX7utMv62,1996-03-22,1998-10-06,Regeringen Persson,arbetsrättsminister
i-L7Ay5GaFaMutWEX7utMv62,1996-03-22,1998-10-06,Regeringen Persson,jämställdhetsminister
i-NxhWABYZtDAg5RbsxD7VBv,1996-03-22,1999-09-14,Regeringen Persson,socialförsäkringsminister
i-PzNviXpYSimQsvSkF9CmDz,1996-03-22,1998-10-07,Regeringen Persson,bostadsminister
i-PzNviXpYSimQsvSkF9CmDz,1996-03-22,1998-10-07,Regeringen Persson,skatteminister
i-QtJg9oNHiDkHLkgiCwmrBb,1996-03-22,1998-10-07,Regeringen Persson,jordbruksminister
i-T2zoKSjQ4xPQ7xSU1J4Axv,1996-03-22,1999-09-14,Regeringen Persson,migrationsminister
i-V19ff9MeDZhTGpv5xEprbu,1996-03-22,1997-02-01,Regeringen Persson,samordningsminister
i-aihY66rhb8LqCkSn8GhKt,1996-03-22,1998-10,Regeringen Persson,socialminister
i-4tfAWyiZEpB3Ss1Fh6QzqC,1996-07-01,1998-10-06,Regeringen Persson,inrikesminister
i-6Yv6bDMEdGpsmCZBFnnZk4,1997-02-01,2002-09-30,Regeringen Persson,försvarsminister
i-8rjVavTFp7UjLy1RbrHnia,1997-02-01,1998-10-07,Regeringen Persson,samordningsminister
i-V19ff9MeDZhTGpv5xEprbu,1997-02-01,2002-10-21,Regeringen Persson,handelsminister
i-V19ff9MeDZhTGpv5xEprbu,1997-02-01,2002-10-21,Regeringen Persson,utrikeshandelsminister
i-ESKbhHz2VETwMj9meYcmxk,1998-03-25,1998-10-07,Regeringen Persson,idrottsminister
i-ESKbhHz2VETwMj9meYcmxk,1998-03-25,1998-10-06,Regeringen Persson,integrationsminister
i-ESKbhHz2VETwMj9meYcmxk,1998-03-25,1998-10-07,Regeringen Persson,konsumentminister
i-ESKbhHz2VETwMj9meYcmxk,1998-03-25,1998-10-07,Regeringen Persson,ungdomsminister
i-ESKbhHz2VETwMj9meYcmxk,1998-10-06,1998-11-16,Regeringen Persson,bostadsminister
i-ESKbhHz2VETwMj9meYcmxk,1998-10-06,1998-11-16,Regeringen Persson,inrikesminister
i-HP26Ex6XfZD2gozC8P6pdm,1998-10-06,2002-10-06,Regeringen Persson,arbetsmarknadsminister
i-PzNviXpYSimQsvSkF9CmDz,1998-10-06,2004-10-21,Regeringen Persson,utbildningsminister
i-3wVE19WEnkoueWU41a2FfR,1998-10-07,2002-01-16,Regeringen Persson,skolminister
i-4qJ1WSYreoe9MGDFPCwZKy,1998-10-07,2002-10-21,Regeringen Persson,jordbruksminister
i-4qJ1WSYreoe9MGDFPCwZKy,1998-10-07,2002-10-21,Regeringen Persson,jämställdhetsminister
i-4qJ1WSYreoe9MGDFPCwZKy,1998-10-07,2002-10-21,Regeringen Persson,landsbygdsminister
i-5iuSCbAspakd6XhUXCtA5E,1998-10-07,1998-10-26,Regeringen Persson,socialminister
i-9ih4smVvRYKCMas4i52Xiw,1998-10-07,2002-10-21,Regeringen Persson,miljöminister
i-ESKbhHz2VETwMj9meYcmxk,1998-10-07,1998-11-16,Regeringen Persson,kommunminister
i-HP26Ex6XfZD2gozC8P6pdm,1998-10-07,2002-10-15,Regeringen Persson,energiminister
i-HP26Ex6XfZD2gozC8P6pdm,1998-10-07,2002-10-16,Regeringen Persson,infrastrukturminister
i-HP26Ex6XfZD2gozC8P6pdm,1998-10-07,2002-10-16,Regeringen Persson,kommunikationsminister
i-HP26Ex6XfZD2gozC8P6pdm,1998-10-07,2002-10-15,Regeringen Persson,näringsminister
i-L7Ay5GaFaMutWEX7utMv62,1998-10-07,2000-10-21,Regeringen Persson,idrottsminister
i-L7Ay5GaFaMutWEX7utMv62,1998-10-07,2000-10-21,Regeringen Persson,integrationsminister
i-L7Ay5GaFaMutWEX7utMv62,1998-10-07,2000-10-21,Regeringen Persson,ungdomsminister
i-S7LcGmD5NuSMrFDW8LBeJ1,1998-10-07,2003-09-11,Regeringen Persson,utrikesminister
i-V19ff9MeDZhTGpv5xEprbu,1998-10-07,2002-10-21,Regeringen Persson,minister för nordiskt samarbete
i-sS6VZTVNkCN6AHvZNaaYb,1998-10-07,2002-10-15,Regeringen Persson,demokratiminister
i-sS6VZTVNkCN6AHvZNaaYb,1998-10-07,2002-10-15,Regeringen Persson,konsumentminister
i-NxhWABYZtDAg5RbsxD7VBv,1998-10-26,1998-11-16,Regeringen Persson,socialminister
i-6qjD2tsSCtsrmXQjy7mtCJ,1998-11-16,2004-10-21,Regeringen Persson,bostadsminister
i-6qjD2tsSCtsrmXQjy7mtCJ,1998-11-16,1998-12-31,Regeringen Persson,inrikesminister
i-6qjD2tsSCtsrmXQjy7mtCJ,1998-11-16,2004-10-21,Regeringen Persson,kommunminister
i-ESKbhHz2VETwMj9meYcmxk,1998-11-16,2004-10-01,Regeringen Persson,socialminister
i-A5R84cTmpky3NHJ7nLKaEt,1999-04-12,2004-10-21,Regeringen Persson,finansminister
i-5CGPntyQKYyZVCsCYHPNrm,1999-09-14,2002-10-10,Regeringen Persson,socialförsäkringsminister
i-NxhWABYZtDAg5RbsxD7VBv,1999-09-14,2001-11-16,Regeringen Persson,biståndsminister
i-NxhWABYZtDAg5RbsxD7VBv,1999-09-14,2001-11-16,Regeringen Persson,migrationsminister
i-SySN6qMqpcrxHXHJgwvJdT,2000-09-21,2000-10-16,Regeringen Persson,justitieminister
i-STyFs6Gu3boin31eFp1bNM,2000-10-11,2006-10-06,Regeringen Persson,justitieminister
i-sS6VZTVNkCN6AHvZNaaYb,2000-10-16,2002-10-15,Regeringen Persson,ungdomsminister
i-GFJcxAB9fyzG2VN1HakscJ,2000-10-21,2004-10-21,Regeringen Persson,idrottsminister
i-GFJcxAB9fyzG2VN1HakscJ,2000-10-21,2004-10-21,Regeringen Persson,integrationsminister
i-3MwbJPjHpsScrukDj5ohhN,2002-01-07,2003-10-09,Regeringen Persson,biståndsminister
i-3MwbJPjHpsScrukDj5ohhN,2002-01-07,2003-10-10,Regeringen Persson,migrationsminister
i-PzNviXpYSimQsvSkF9CmDz,2002-01-16,2004-10-21,Regeringen Persson,skolminister
i-SySN6qMqpcrxHXHJgwvJdT,2002-09-30,2002-10-21,Regeringen Persson,försvarsminister
i-GFJcxAB9fyzG2VN1HakscJ,2002-10-15,2002-10-21,Regeringen Persson,näringsminister
i-L7Ay5GaFaMutWEX7utMv62,2002-10-16,2006-10-06,Regeringen Persson,infrastrukturminister
i-4f2bAEUboRxqAf7W8Ybmzm,2002-10-21,2006-10-06,Regeringen Persson,miljöminister
i-4qJ1WSYreoe9MGDFPCwZKy,2002-10-21,2003-10-30,Regeringen Persson,Statsministerns ställföretädare
i-GFJcxAB9fyzG2VN1HakscJ,2002-10-21,2004-10-21,Regeringen Persson,demokratiminister
i-GFJcxAB9fyzG2VN1HakscJ,2002-10-21,2004-10-21,Regeringen Persson,jämställdhetsminister
i-GRX2GfDazmcwmcRyZSiKdA,2002-10-21,2004-10-21,Regeringen Persson,finansmarknadsminister
i-HNvivTxAPySuVXe8X3z3LJ,2002-10-21,2002-11-03,Regeringen Persson,försvarsminister
i-HNvivTxAPySuVXe8X3z3LJ,2002-10-21,2004-10-21,Regeringen Persson,samordningsminister
i-HhkgRHGRURfXTuftg1jHSf,2002-10-21,2006-10-06,Regeringen Persson,jordbruksminister
i-HhkgRHGRURfXTuftg1jHSf,2002-10-21,2006-10-06,Regeringen Persson,konsumentminister
i-HhkgRHGRURfXTuftg1jHSf,2002-10-21,,Regeringen Persson,landsbygdsminister
i-HxcQkHC9fDSzkJWgvdhDEF,2002-10-21,2006-10-06,Regeringen Persson,ungdomsminister
i-LdbVtbdPx3MQxR6GEgCqax,2002-10-21,2004-10-01,Regeringen Persson,biträdande socialminister
i-LdbVtbdPx3MQxR6GEgCqax,2002-10-21,2006-10-06,Regeringen Persson,minister för nordiskt samarbete
i-UPW2cbGnTUbMZaKTrot5Bh,2002-10-21,2006-10-06,Regeringen Persson,folkhälsominister
i-V19ff9MeDZhTGpv5xEprbu,2002-10-21,2004-10-21,Regeringen Persson,energiminister
i-V19ff9MeDZhTGpv5xEprbu,2002-10-21,2004-10-21,Regeringen Persson,näringsminister
i-WMD43YDAt2Efk5C5qFXnaQ,2002-10-21,2006-10-06,Regeringen Persson,arbetsmarknadsminister
i-CcdZckB2ErC625pmVtogZg,2002-11-03,,Regeringen Persson,försvarsminister
i-3MwbJPjHpsScrukDj5ohhN,2003-09-11,2003-10-10,Regeringen Persson,utrikesminister
i-4CwyNH4xXJhZj5wdBAzmSY,2003-10-10,2006-03-21,Regeringen Persson,utrikesminister
i-5rDWSiUBTXy1skSJScN6u3,2003-10-10,2006-10-06,Regeringen Persson,biståndsminister
i-8NR1Z8tejozuay7fUnQPDP,2003-10-10,2006-10-06,Regeringen Persson,migrationsminister
i-JchxQfU1zc3XVbvadFgBSn,2003-10-31,2004-05-31,Regeringen Persson,Statsministerns ställföretädare
i-ESKbhHz2VETwMj9meYcmxk,2004-06-01,2004-10-01,Regeringen Persson,Statsministerns ställföretädare
i-HNvivTxAPySuVXe8X3z3LJ,2004-09-13,2004-11-01,Regeringen Persson,kulturminister
i-HxcQkHC9fDSzkJWgvdhDEF,2004-09-13,2006-10-06,Regeringen Persson,samfundsminister
i-4CwyNH4xXJhZj5wdBAzmSY,2004-10-01,2004-11-01,Regeringen Persson,Statsministerns ställföretädare
i-LdbVtbdPx3MQxR6GEgCqax,2004-10-01,2006-10-06,Regeringen Persson,socialminister
i-SZKUTdtCrCo58yNCQsH76,2004-10-01,2006-10-06,Regeringen Persson,sjukvårdsminister
i-9fdWbFK67588CD12XaNZBq,2004-10-21,2006-10-06,Regeringen Persson,finansmarknadsminister
i-9fdWbFK67588CD12XaNZBq,2004-10-21,2006-10-06,Regeringen Persson,kommunminister
i-A6T9WoUzRwW8LUK52znHwX,2004-10-21,2006-10-06,Regeringen Persson,skolminister
i-GFJcxAB9fyzG2VN1HakscJ,2004-10-21,2006-10-06,Regeringen Persson,bostadsminister
i-GFJcxAB9fyzG2VN1HakscJ,2004-10-21,2006-10-06,Regeringen Persson,energiminister
i-PzNviXpYSimQsvSkF9CmDz,2004-10-21,2006-10-06,Regeringen Persson,näringsminister
i-UEQA68w6PM78ttj4KfvgwE,2004-10-21,2006-10-06,Regeringen Persson,demokratiminister
i-UEQA68w6PM78ttj4KfvgwE,2004-10-21,2006-10-06,Regeringen Persson,integrationsminister
i-UEQA68w6PM78ttj4KfvgwE,2004-10-21,2006-10-06,Regeringen Persson,jämställdhetsminister
i-V19ff9MeDZhTGpv5xEprbu,2004-10-21,2006-10-06,Regeringen Persson,utbildningsminister
i-HNvivTxAPySuVXe8X3z3LJ,2004-10-31,2006-10-06,Regeringen Persson,finansminister
i-A5R84cTmpky3NHJ7nLKaEt,2004-11-01,2006-10-06,Regeringen Persson,Statsministerns ställföretädare
i-A5R84cTmpky3NHJ7nLKaEt,2004-11-01,2006-10-06,Regeringen Persson,idrottsminister
i-V19ff9MeDZhTGpv5xEprbu,2004-11-01,2006-10-06,Regeringen Persson,kulturminister
i-A5R84cTmpky3NHJ7nLKaEt,2005-01-01,2006-10-06,Regeringen Persson,EU-minister
i-A5R84cTmpky3NHJ7nLKaEt,2005-01-01,2006-10-06,Regeringen Persson,samordningsminister
i-A5R84cTmpky3NHJ7nLKaEt,2006-03-21,2006-03-27,Regeringen Persson,utrikesminister
i-5rDWSiUBTXy1skSJScN6u3,2006-03-27,2006-04-24,Regeringen Persson,utrikesminister
i-T7hu1JgBezor1oXi7Z3qnA,2006-04-24,2006-10-06,Regeringen Persson,utrikesminister
i-8BTYtQ95yRpC5syyC4aHoY,2006-10-06,2014-10-03,Regeringen Reinfeldt,socialminister
i-8GdisrKiGzJAj9xDdUP929,2006-10-06,2010-01-22,Regeringen Reinfeldt,EU-minister
i-8KGHHqnCbosJuiWXSVH5vU,2006-10-06,2011-09-29,Regeringen Reinfeldt,miljöminister
i-AZnaWEAg22YQ3HzVMfNSHR,2006-10-06,2014-10-03,Regeringen Reinfeldt,utrikesminister
i-AvFShRZVEyBV61S19AKNGK,2006-10-06,2007-09-12,Regeringen Reinfeldt,skolminister
i-B471TcSCwHNHrNRk1EdJek,2006-10-06,2010-10-05,Regeringen Reinfeldt,jordbruksminister
i-Dh86x4tP3poRsuGn2pQFUn,2006-10-06,2010-10-05,Regeringen Reinfeldt,minister för nordiskt samarbete
i-Dh86x4tP3poRsuGn2pQFUn,2006-10-06,2010-10-05,Regeringen Reinfeldt,socialförsäkringsminister
i-EemRytGskeDvwKV2im64qt,2006-10-06,2014-10-03,Regeringen Reinfeldt,finansminister
i-J74sVAjCTSxzD8rbnxRRA,2006-10-06,2010-10-05,Regeringen Reinfeldt,infrastrukturminister
i-KPGvtK4s6Zp3E6XH6vj18n,2006-10-06,2014-09-29,Regeringen Reinfeldt,migrationsminister
i-N2a2m4e8hzJzyt4x1rrLBg,2006-10-06,2006-10-16,Regeringen Reinfeldt,idrottsminister
i-N2a2m4e8hzJzyt4x1rrLBg,2006-10-06,2006-10-16,Regeringen Reinfeldt,kulturminister
i-N2a2m4e8hzJzyt4x1rrLBg,2006-10-06,2006-10-16,Regeringen Reinfeldt,samfundsminister
i-NVas7B7uQTiMw4d6EGPVqz,2006-10-06,2010-07-07,Regeringen Reinfeldt,arbetsmarknadsminister
i-NZES3NTTAs3ZaBTU3RVkYE,2006-10-06,2007-09-07,Regeringen Reinfeldt,utbildningsminister
i-PRFN1BS8QWUhjjGAM8w3Fj,2006-10-06,2010-10-05,Regeringen Reinfeldt,Statsministerns ställföretädare
i-PRFN1BS8QWUhjjGAM8w3Fj,2006-10-06,2011-09-29,Regeringen Reinfeldt,energiminister
i-PRHkYxGCaT2cbJpjjfnRtn,2006-10-06,2014-10-03,Regeringen Reinfeldt,justitieminister
i-Qcof8uUB6fn43ayBzbj7o4,2006-10-06,2006-10-14,Regeringen Reinfeldt,handelsminister
i-QrnhMBZLsGdbeBasmoTLpZ,2006-10-06,2010-10-05,Regeringen Reinfeldt,bostadsminister
i-QrnhMBZLsGdbeBasmoTLpZ,2006-10-06,2010-10-05,Regeringen Reinfeldt,finansmarknadsminister
i-QrnhMBZLsGdbeBasmoTLpZ,2006-10-06,2010-10-05,Regeringen Reinfeldt,kommunminister
i-Rtt4vV6Vr1WnfJAi2Dn9hN,2006-10-06,2010-10-05,Regeringen Reinfeldt,demokratiminister
i-Rtt4vV6Vr1WnfJAi2Dn9hN,2006-10-06,2010-10-05,Regeringen Reinfeldt,integrationsminister
i-Rtt4vV6Vr1WnfJAi2Dn9hN,2006-10-06,2013-01-21,Regeringen Reinfeldt,jämställdhetsminister
i-Rtt4vV6Vr1WnfJAi2Dn9hN,2006-10-06,2010-10-05,Regeringen Reinfeldt,konsumentminister
i-Rtt4vV6Vr1WnfJAi2Dn9hN,2006-10-06,2013-01-21,Regeringen Reinfeldt,ungdomsminister
i-SKjAmNScZ7eZ3a8Xy1J8hs,2006-10-06,2010-10-05,Regeringen Reinfeldt,folkhälsominister
i-W9g5g3nUh3Fu7mKUtFoBFH,2006-10-06,2013-09-17,Regeringen Reinfeldt,biståndsminister
i-NZES3NTTAs3ZaBTU3RVkYE,2006-10-16,2006-10-24,Regeringen Reinfeldt,kulturminister
i-Q6uWG1k3pbJio9CebNs3Cz,2006-10-24,2007-09-12,Regeringen Reinfeldt,handelsminister
i-TGAeNgQV9rZoovTn5C8JAd,2006-10-24,2014-10-03,Regeringen Reinfeldt,idrottsminister
i-TGAeNgQV9rZoovTn5C8JAd,2006-10-24,2014-10-03,Regeringen Reinfeldt,kulturminister
i-TGAeNgQV9rZoovTn5C8JAd,2006-10-24,2010-10-05,Regeringen Reinfeldt,samfundsminister
