person_id,start,end,government,role
i-CzfH8kMvk6qeNsYUwvMSLp,1923-11-11,1924-10-18,Regeringen Trygger,utrikesminister
i-Trs3gMCufNPP2ADRtgrdza,1924,1926,Regeringen Branting III,justitieminister
i-Trs3gMCufNPP2ADRtgrdza,1924,1926,Regeringen Sandler,justitieminister
i-4Mr7D9BCozgkT5mSiFk6Gv,1924-10-18,1926-06-07,Regeringen Branting III,socialminister
i-6dbbwLmze8R4p7yWmcezLY,1924-10-18,1926-06-07,Regeringen Branting III,utrikesminister
i-9iqLBgdAYEoR244dkazyYj,1924-10-18,1925-02-27,Regeringen Branting III,handelsminister
i-AwBs4Cp83TTbZr1ZyVyniN,1924-10-18,1926-06-07,Regeringen Branting III,ecklesiastikminister
i-CWWYqdnnUFLvQEhYk3V8Wo,1924-10-18,1926-06-07,Regeringen Branting III,jordbruksminister
i-L7nvZ56RferP78KNpz2Uh1,1924-10-18,1926-06-07,Regeringen Branting III,försvarsminister
i-LAeBbuwZ1Sak1HWNkZ6dVr,1924-10-18,1925-05-05,Regeringen Branting III,finansminister
i-UbnnZ7kVjVhJrHrUCyEV9K,1924-10-18,1926-06-07,Regeringen Branting III,kommunikationsminister
i-4Mr7D9BCozgkT5mSiFk6Gv,1924-10-18,1926-06-07,Regeringen Sandler,socialminister
i-6dbbwLmze8R4p7yWmcezLY,1924-10-18,1926-06-07,Regeringen Sandler,utrikesminister
i-9iqLBgdAYEoR244dkazyYj,1924-10-18,1925-02-27,Regeringen Sandler,handelsminister
i-AwBs4Cp83TTbZr1ZyVyniN,1924-10-18,1926-06-07,Regeringen Sandler,ecklesiastikminister
i-L7nvZ56RferP78KNpz2Uh1,1924-10-18,1926-06-07,Regeringen Sandler,försvarsminister
i-LAeBbuwZ1Sak1HWNkZ6dVr,1924-10-18,1925-05-05,Regeringen Sandler,finansminister
i-UbnnZ7kVjVhJrHrUCyEV9K,1924-10-18,1926-06-07,Regeringen Sandler,kommunikationsminister
i-GSesbg17NxtqyuzE1tagzM,1925-02-27,1926-06-07,Regeringen Sandler,handelsminister
i-NdmzAJFCHr1sfnsvdVwR4y,1925-05-08,1926-06-07,Regeringen Sandler,konsultativt statsråd
i-3D7Cfk47LUcjbeGff3k8fV,1926-06-07,1928-10-02,Regeringen Ekman I,handelsminister
i-4RS7Dj9b79swPFB3EurFmm,1926-06-07,1928-10-02,Regeringen Ekman I,kommunikationsminister
i-4WEXv6PZpB3sB69uG9D7nN,1926-06-07,1926-09-30,Regeringen Ekman I,konsultativt statsråd
i-9XMd1rpWw6C27numwL2pi2,1926-06-07,1928-10-02,Regeringen Ekman I,ecklesiastikminister
i-DQ9MiFCTqXqDgv4LnUitVT,1926-06-07,1927-07-03,Regeringen Ekman I,jordbruksminister
i-JSniSV7GLnNo4eioo6Paqg,1926-06-07,1928-10-02,Regeringen Ekman I,utrikesminister
i-LM4jFvexKG2pKNVAUEAS3W,1926-06-07,1928-10-02,Regeringen Ekman I,försvarsminister
i-LTnrRgHyJwirpDn7eBnYam,1926-06-07,1928-10-02,Regeringen Ekman I,justitieminister
i-Mp9EZyDQnEWymzonKTkhPb,1926-06-07,1928-10-02,Regeringen Ekman I,konsultativt statsråd
i-SKeNWqaodDskJWp4b2SKPZ,1926-06-07,1928-10-02,Regeringen Ekman I,socialminister
i-Xk2ZY1AVkT44C7mHKMPyhE,1926-06-07,1926-09-30,Regeringen Ekman I,finansminister
i-4WEXv6PZpB3sB69uG9D7nN,1926-09-30,1928-10-02,Regeringen Ekman I,finansminister
i-EWszvfJHbPLCQKeFqNXv1s,1927-07-12,1928-10-02,Regeringen Ekman I,jordbruksminister
i-4yegXF8AnFFFKByvbQXUyd,1928-10-02,1930-06-07,Regeringen Lindman II,kommunikationsminister
i-F7sXynodngMrLGUpq5f1k6,1928-10-02,1930-06-07,Regeringen Lindman II,justitieminister
i-GgLe25PMgoUutAdzJ14BUX,1928-10-02,1930-06-07,Regeringen Lindman II,konsultativt statsråd
i-H1dwKmcmsWsYZ96ypzye6t,1928-10-02,1929-06-10,Regeringen Lindman II,finansminister
i-H4iwFuXf6Rh11ruEkNpUDy,1928-10-02,1930-06-07,Regeringen Lindman II,jordbruksminister
i-JTwhXpmu1eVKQtUbjXVxkV,1928-10-02,1930-06-07,Regeringen Lindman II,socialminister
i-JhrGabbw8477wfM4vWUciM,1928-10-02,1930-06-07,Regeringen Lindman II,handelsminister
i-LQQRATwQoanxUUgKXNZmAM,1928-10-02,1930-06-07,Regeringen Lindman II,ecklesiastikminister
i-MJhwccFqVewN5jUNHMukd,1928-10-02,1930-06-07,Regeringen Lindman II,konsultativt statsråd
i-YBeHR1zEBPMM35nMEreTz,1928-10-02,1930-06-07,Regeringen Lindman II,utrikesminister
i-R3ZQnERX5FRrWRvCs33Ukw,1929-06-10,1930-06-07,Regeringen Lindman II,finansminister
i-2kXWA54DYtEaQ9G6hutqL8,1930-06-07,1932-09-24,Regeringen Ekman II,socialminister
i-3D7Cfk47LUcjbeGff3k8fV,1930-06-07,1932-09-24,Regeringen Ekman II,finansminister
i-EWszvfJHbPLCQKeFqNXv1s,1930-06-07,1932-09-24,Regeringen Ekman II,jordbruksminister
i-Mp9EZyDQnEWymzonKTkhPb,1930-06-07,1932-09-24,Regeringen Ekman II,justitieminister
i-RBuj9TuVUvxEBh62vFNpmy,1930-06-07,1932-09-24,Regeringen Ekman II,ecklesiastikminister
i-VLFbe1qZbz5p1pR3RneKtw,1930-06-07,1932-09-24,Regeringen Ekman II,utrikesminister
i-WLU6NbD2RqdzNAUFs2iT52,1930-06-07,1932-09-24,Regeringen Ekman II,kommunikationsminister
i-WWTjh2Sq31BbC9iSJFphqg,1930-06-07,1932-09-24,Regeringen Ekman II,handelsminister
i-Xk2ZY1AVkT44C7mHKMPyhE,1930-06-07,1931-06-19,Regeringen Ekman II,försvarsminister
i-2kXWA54DYtEaQ9G6hutqL8,1930-06-07,1932-09-24,Regeringen Hamrin,socialminister
i-3D7Cfk47LUcjbeGff3k8fV,1930-06-07,1932-09-24,Regeringen Hamrin,finansminister
i-Mp9EZyDQnEWymzonKTkhPb,1930-06-07,1932-09-24,Regeringen Hamrin,justitieminister
i-VLFbe1qZbz5p1pR3RneKtw,1930-06-07,1932-09-24,Regeringen Hamrin,utrikesminister
i-WLU6NbD2RqdzNAUFs2iT52,1930-06-07,1932-09-24,Regeringen Hamrin,kommunikationsminister
i-WWTjh2Sq31BbC9iSJFphqg,1930-06-07,1932-09-24,Regeringen Hamrin,handelsminister
i-2phsMxb358E6BizcJsgiPa,1932-09-24,1936-06-19,Regeringen Hansson I,handelsminister
i-4Mr7D9BCozgkT5mSiFk6Gv,1932-09-24,1936-06-19,Regeringen Hansson I,socialminister
i-6dbbwLmze8R4p7yWmcezLY,1932-09-24,1936-06-19,Regeringen Hansson I,konsultativt statsråd
i-9iqLBgdAYEoR244dkazyYj,1932-09-24,1936-06-19,Regeringen Hansson I,utrikesminister
i-C35yyip4t5V4hBSBwnGD7Z,1932-09-24,1936-06-19,Regeringen Hansson I,jordbruksminister
i-JC4yT43VjuXRRqfGmkRoTB,1932-09-24,1936-06-19,Regeringen Hansson I,försvarsminister
i-MzxPq6KWGSAnEqQ2YUDct8,1932-09-24,1936-06-19,Regeringen Hansson I,kommunikationsminister
i-NdmzAJFCHr1sfnsvdVwR4y,1932-09-24,1936-06-19,Regeringen Hansson I,justitieminister
i-Trs3gMCufNPP2ADRtgrdza,1932-09-24,1933-09-16,Regeringen Hansson I,konsultativt statsråd
i-QSvXYSPnCaog2kVQuZMYmX,1936-06-19,1945-07-31,Regeringen Hansson II,jordbruksminister
i-QSvXYSPnCaog2kVQuZMYmX,1936-06-19,1945-07-31,Regeringen Hansson III,jordbruksminister
i-8UonH2eeuY7NeqeTXmqFHk,1936-06-19,1936-09-28,Regeringen Pehrsson-Bramstorp,ecklesiastikminister
i-HK1EEzMjnsMm3rbAtX84b9,1936-06-19,1936-09-28,Regeringen Pehrsson-Bramstorp,handelsminister
i-JnuZjJswUM4d7eeyfhSVGt,1936-06-19,1936-09-28,Regeringen Pehrsson-Bramstorp,utrikesminister
i-QSvXYSPnCaog2kVQuZMYmX,1936-06-19,1945-07-31,Regeringen Pehrsson-Bramstorp,jordbruksminister
i-QeGwUQTQLjJkCPXi6rv7E7,1936-06-19,1936-09-28,Regeringen Pehrsson-Bramstorp,finansminister
i-UQqGFoa8dKdxwwNw6kCAkL,1936-06-19,1936-09-28,Regeringen Pehrsson-Bramstorp,socialminister
i-Uz6f3kT2Abpy2RXiHEG5cm,1936-06-19,1936-09-28,Regeringen Pehrsson-Bramstorp,justitieminister
i-rxMPrABKBDwfiUwJZxNv7,1936-06-19,1936-09-28,Regeringen Pehrsson-Bramstorp,kommunikationsminister
i-4Mr7D9BCozgkT5mSiFk6Gv,1936-09-28,1938-12-16,Regeringen Hansson II,socialminister
i-4WY5rtjroqEtDfCMpBFokU,1936-09-28,1938-12-16,Regeringen Hansson II,kommunikationsminister
i-9iqLBgdAYEoR244dkazyYj,1936-09-28,1939-12-13,Regeringen Hansson II,utrikesminister
i-C35yyip4t5V4hBSBwnGD7Z,1936-09-28,1938-12-16,Regeringen Hansson II,handelsminister
i-JnuZjJswUM4d7eeyfhSVGt,1936-09-28,1943-08-30,Regeringen Hansson II,justitieminister
i-JnuZjJswUM4d7eeyfhSVGt,1936-09-28,1943-08-30,Regeringen Hansson III,justitieminister
i-57ZzcRcBrWajRrZt3i1BgM,1938-09-01,1939-10-14,Regeringen Hansson II,konsultativt statsråd
i-4Mr7D9BCozgkT5mSiFk6Gv,1938-12-16,1939-12-13,Regeringen Hansson II,handelsminister
i-4WY5rtjroqEtDfCMpBFokU,1938-12-16,1939-12-13,Regeringen Hansson II,socialminister
i-C35yyip4t5V4hBSBwnGD7Z,1938-12-16,1945-07-31,Regeringen Hansson II,försvarsminister
i-UQqGFoa8dKdxwwNw6kCAkL,1938-12-16,,Regeringen Hansson II,infrastrukturminister
i-UQqGFoa8dKdxwwNw6kCAkL,1938-12-16,1939-12-13,Regeringen Hansson II,kommunikationsminister
i-C35yyip4t5V4hBSBwnGD7Z,1938-12-16,1945-07-31,Regeringen Hansson III,försvarsminister
i-PRkToj2ss6C9sjWtUtqNNh,1939,1941,Regeringen Hansson III,handelsminister
i-LffKZcrG2fCYbma7r7ZpgZ,1939-10-14,,Regeringen Hansson II,konsultativt statsråd
i-57ZzcRcBrWajRrZt3i1BgM,1939-10-15,1941-03-07,Regeringen Hansson II,folkhushållningsminister
i-57ZzcRcBrWajRrZt3i1BgM,1939-10-15,1941-03-07,Regeringen Hansson III,folkhushållningsminister
i-4Mr7D9BCozgkT5mSiFk6Gv,1939-12-13,1951-10-01,Regeringen Erlander I,socialminister
i-4Mr7D9BCozgkT5mSiFk6Gv,1939-12-13,1951-10-01,Regeringen Hansson III,socialminister
i-57VtU3DUgS6ebh11mtUQes,1939-12-13,1944-09-30,Regeringen Hansson III,kommunikationsminister
i-CU4eSFiFKKx8yk9jS92iFV,1939-12-13,1944-12-15,Regeringen Hansson III,ecklesiastikminister
i-Uz6f3kT2Abpy2RXiHEG5cm,1939-12-13,1943-08-30,Regeringen Hansson III,konsultativt statsråd
i-myn4WFombWiaF2RH9Tqqt,1939-12-13,1945-07-31,Regeringen Hansson III,utrikesminister
i-4Mr7D9BCozgkT5mSiFk6Gv,1939-12-13,1951-10-01,Regeringen Hansson IV,socialminister
i-SgDQWpwtGGYUWQfKENDRYv,1940-10-11,1944-09-30,Regeringen Hansson III,konsultativt statsråd
i-SCmtRC4XiJBcB9MFdduV2W,1941-03-07,1947-05-24,Regeringen Erlander I,folkhushållningsminister
i-57ZzcRcBrWajRrZt3i1BgM,1941-03-07,1944-09-30,Regeringen Hansson III,handelsminister
i-PRkToj2ss6C9sjWtUtqNNh,1941-03-07,1944-09-30,Regeringen Hansson III,konsultativt statsråd
i-SCmtRC4XiJBcB9MFdduV2W,1941-03-07,1947-05-24,Regeringen Hansson III,folkhushållningsminister
i-SCmtRC4XiJBcB9MFdduV2W,1941-03-07,1947-05-24,Regeringen Hansson IV,folkhushållningsminister
i-Uz6f3kT2Abpy2RXiHEG5cm,1943-08-30,1945-07-31,Regeringen Hansson III,justitieminister
i-Xqo83uEfAGu6C7HdvFMFwx,1943-08-30,1945-07-31,Regeringen Hansson III,konsultativt statsråd
i-YFw2Hg1VzTr3FRtAKxwtUT,1944,1952,Regeringen Erlander I,konsultativt statsråd
i-YFw2Hg1VzTr3FRtAKxwtUT,1944,1952,Regeringen Erlander II,konsultativt statsråd
i-PRkToj2ss6C9sjWtUtqNNh,1944,1945,Regeringen Hansson III,kommunikationsminister
i-YFw2Hg1VzTr3FRtAKxwtUT,1944,1952,Regeringen Hansson III,konsultativt statsråd
i-YFw2Hg1VzTr3FRtAKxwtUT,1944,1952,Regeringen Hansson IV,konsultativt statsråd
i-8fp2gLHtWqnYwFqeVLu5w8,1944-09-30,1945-07-31,Regeringen Hansson III,konsultativt statsråd
i-BqDGKscaLhUZHhaFFmx5pf,1944-09-30,1945-07-31,Regeringen Hansson III,handelsminister
i-PRkToj2ss6C9sjWtUtqNNh,1944-09-30,,Regeringen Hansson III,infrastrukturminister
i-Vofu3seWF5yQe8KpMLXV3T,1944-12-15,1945-07-31,Regeringen Hansson III,ecklesiastikminister
i-3urySgCAk2SuFz1BB8TX5x,1945-07-31,1947-04-11,Regeringen Erlander I,konsultativt statsråd
i-6dbbwLmze8R4p7yWmcezLY,1945-07-31,1962-09-19,Regeringen Erlander I,utrikesminister
i-73FH7pEHnaU397YqnqWJQQ,1945-07-31,1947-04-11,Regeringen Erlander I,handelsminister
i-BSEtbZG4ePv3rfebXQWRkd,1945-07-31,1951-10-01,Regeringen Erlander I,kommunikationsminister
i-C35yyip4t5V4hBSBwnGD7Z,1945-07-31,1948-10-29,Regeringen Erlander I,jordbruksminister
i-CVG5H18C4Zmb44stfabVSc,1945-07-31,1951-10-01,Regeringen Erlander I,försvarsminister
i-DMs16qwN3uGgTraB34UW2Z,1945-07-31,1948-10-28,Regeringen Erlander I,konsultativt statsråd
i-MBoQhoiPhUghQ4CXR6kcEf,1945-07-31,1957-09-20,Regeringen Erlander I,justitieminister
i-RsxcNGZPjwF53SBgVLhwYJ,1945-07-31,1947-07-01,Regeringen Erlander I,biträdande socialminister
i-6dbbwLmze8R4p7yWmcezLY,1945-07-31,1962-09-19,Regeringen Erlander II,utrikesminister
i-MBoQhoiPhUghQ4CXR6kcEf,1945-07-31,1957-09-20,Regeringen Erlander II,justitieminister
i-6dbbwLmze8R4p7yWmcezLY,1945-07-31,1962-09-19,Regeringen Erlander III,utrikesminister
i-3urySgCAk2SuFz1BB8TX5x,1945-07-31,1947-04-11,Regeringen Hansson IV,konsultativt statsråd
i-6dbbwLmze8R4p7yWmcezLY,1945-07-31,1962-09-19,Regeringen Hansson IV,utrikesminister
i-73FH7pEHnaU397YqnqWJQQ,1945-07-31,1947-04-11,Regeringen Hansson IV,handelsminister
i-8fp2gLHtWqnYwFqeVLu5w8,1945-07-31,1946-10-11,Regeringen Hansson IV,ecklesiastikminister
i-BSEtbZG4ePv3rfebXQWRkd,1945-07-31,1951-10-01,Regeringen Hansson IV,kommunikationsminister
i-C35yyip4t5V4hBSBwnGD7Z,1945-07-31,1948-10-29,Regeringen Hansson IV,jordbruksminister
i-CVG5H18C4Zmb44stfabVSc,1945-07-31,1951-10-01,Regeringen Hansson IV,försvarsminister
i-DMs16qwN3uGgTraB34UW2Z,1945-07-31,1948-10-28,Regeringen Hansson IV,konsultativt statsråd
i-MBoQhoiPhUghQ4CXR6kcEf,1945-07-31,1957-09-20,Regeringen Hansson IV,justitieminister
i-RsxcNGZPjwF53SBgVLhwYJ,1945-07-31,1947-07-01,Regeringen Hansson IV,biträdande socialminister
i-3urySgCAk2SuFz1BB8TX5x,1946-10-11,1947-04-11,Regeringen Erlander I,biträdande jordbruksminister
i-UEUWoCh2SPr4UTMWyDHVXA,1946-10-11,1951-10-01,Regeringen Erlander I,ecklesiastikminister
i-3urySgCAk2SuFz1BB8TX5x,1947-04-11,1948-10-28,Regeringen Erlander I,folkhushållningsminister
i-MewtapTSFPS47jDhDe5nqD,1947-04-11,1948-10-28,Regeringen Erlander I,konsultativt statsråd
i-SCmtRC4XiJBcB9MFdduV2W,1947-05-24,1948-09-24,Regeringen Erlander I,handelsminister
i-RsxcNGZPjwF53SBgVLhwYJ,1947-07-01,1951-10-01,Regeringen Erlander I,inrikesminister
i-3urySgCAk2SuFz1BB8TX5x,1948-10-28,1951-10-01,Regeringen Erlander I,jordbruksminister
i-C35yyip4t5V4hBSBwnGD7Z,1948-10-28,1949-10-21,Regeringen Erlander I,samordningsminister
i-DMs16qwN3uGgTraB34UW2Z,1948-10-28,1955-09-12,Regeringen Erlander I,handelsminister
i-ErNemW6WNsbRaNz3Q9qVQH,1948-10-28,1951-10-01,Regeringen Erlander I,konsultativt statsråd
i-DMs16qwN3uGgTraB34UW2Z,1948-10-28,1955-09-12,Regeringen Erlander II,handelsminister
i-3urySgCAk2SuFz1BB8TX5x,1948-10-29,,Regeringen Erlander I,landsbygdsminister
i-MewtapTSFPS47jDhDe5nqD,1948-10-29,1949-12-31,Regeringen Erlander I,folkhushållningsminister
i-C3AtGSK2kCCQrcij1zKWxy,1949-07-01,1949-10-17,Regeringen Erlander I,finansminister
i-C35yyip4t5V4hBSBwnGD7Z,1949-10-21,1955-09-12,Regeringen Erlander I,finansminister
i-C35yyip4t5V4hBSBwnGD7Z,1949-10-21,1955-09-12,Regeringen Erlander II,finansminister
i-DMs16qwN3uGgTraB34UW2Z,1950-01-01,1950-06-30,Regeringen Erlander I,folkhushållningsminister
i-4oQw33kXPxZphhSAmpgVJv,1950-01-04,1950-07-01,Regeringen Erlander I,konsultativt statsråd
i-4oQw33kXPxZphhSAmpgVJv,1950-01-04,1950-07-01,Regeringen Erlander I,löneminister
i-4oQw33kXPxZphhSAmpgVJv,1950-07-01,1954-11-29,Regeringen Erlander I,civilminister
i-4oQw33kXPxZphhSAmpgVJv,1950-07-01,1954-11-29,Regeringen Erlander II,civilminister
i-5qXYUeKZZW4ms54drBexu6,1951-02-06,1953-04-08,Regeringen Erlander I,utrikeshandelsminister
i-5qXYUeKZZW4ms54drBexu6,1951-02-06,1953-04-08,Regeringen Erlander II,utrikeshandelsminister
i-VRK4jvXteD5oQpqXgdmTs6,1951-03-17,1951-10-01,Regeringen Erlander I,ecklesiastikminister
i-3urySgCAk2SuFz1BB8TX5x,1951-10-01,1955-09-12,Regeringen Erlander II,socialminister
i-BSEtbZG4ePv3rfebXQWRkd,1951-10-01,1957-03-22,Regeringen Erlander II,försvarsminister
i-ErNemW6WNsbRaNz3Q9qVQH,1951-10-01,1957-03-22,Regeringen Erlander II,kommunikationsminister
i-FooDdbstXg6Pqwp431p9Bu,1951-10-01,1957-10-31,Regeringen Erlander II,ecklesiastikminister
i-KaEwnQ53dsfqZGV8fcpYbX,1951-10-01,1957-10-31,Regeringen Erlander II,inrikesminister
i-LLnQ8RYVszR7dBi2EAHt1C,1951-10-01,1957-02-01,Regeringen Erlander II,jordbruksminister
i-NSMFyosx2ufUQRs2ESaadd,1951-11-01,1957-09-20,Regeringen Erlander II,konsultativt statsråd
i-Q2oxFdoRdahTGBfyJWjB5X,1952,1957,Regeringen Erlander II,konsultativt statsråd
i-T2MQwweEV4czixyLDV86HQ,1954-06-04,1966-12-31,Regeringen Erlander II,biståndsminister
i-T2MQwweEV4czixyLDV86HQ,1954-06-04,1966-12-28,Regeringen Erlander II,konsumentminister
i-T2MQwweEV4czixyLDV86HQ,1954-06-04,1966-12-31,Regeringen Erlander III,biståndsminister
i-T2MQwweEV4czixyLDV86HQ,1954-06-04,1966-12-28,Regeringen Erlander III,konsumentminister
i-NAbeZfqManywc6YbAfsfki,1954-11-29,1955-09-12,Regeringen Erlander II,civilminister
i-3urySgCAk2SuFz1BB8TX5x,1955-09-12,1976-10-08,Regeringen Erlander II,finansminister
i-9EKrgr3Ba4x3Qu2BozYUEA,1955-09-12,1965-09-16,Regeringen Erlander II,civilminister
i-DMs16qwN3uGgTraB34UW2Z,1955-09-12,1957-03-22,Regeringen Erlander II,socialminister
i-NAbeZfqManywc6YbAfsfki,1955-09-12,1970-10-09,Regeringen Erlander II,handelsminister
i-3urySgCAk2SuFz1BB8TX5x,1955-09-12,1976-10-08,Regeringen Erlander III,finansminister
i-9EKrgr3Ba4x3Qu2BozYUEA,1955-09-12,1965-09-16,Regeringen Erlander III,civilminister
i-NAbeZfqManywc6YbAfsfki,1955-09-12,1970-10-09,Regeringen Erlander III,handelsminister
i-3urySgCAk2SuFz1BB8TX5x,1955-09-12,1976-10-08,Regeringen Palme I,finansminister
i-NAbeZfqManywc6YbAfsfki,1955-09-12,1970-10-09,Regeringen Palme I,handelsminister
i-KY2qFJXpwf6GTtVoW7mKo8,1957-02-01,1957-10-31,Regeringen Erlander II,konsultativt statsråd
i-TaW174KWoVEkH4KpnMRVNc,1957-02-01,1957-07-08,Regeringen Erlander II,jordbruksminister
i-U22vAKBq8RA2Ji6KCU4j6Z,1957-02-01,1959-12-01,Regeringen Erlander II,konsultativt statsråd
i-U22vAKBq8RA2Ji6KCU4j6Z,1957-02-01,1959-12-01,Regeringen Erlander III,konsultativt statsråd
i-BSEtbZG4ePv3rfebXQWRkd,1957-03-22,1962-09-19,Regeringen Erlander II,socialminister
i-ErNemW6WNsbRaNz3Q9qVQH,1957-03-22,1973-10-31,Regeringen Erlander II,försvarsminister
i-Lcd3uLV5ZW69Tt1s2baQhn,1957-03-22,1957-04-22,Regeringen Erlander II,kommunikationsminister
i-BSEtbZG4ePv3rfebXQWRkd,1957-03-22,1962-09-19,Regeringen Erlander III,socialminister
i-ErNemW6WNsbRaNz3Q9qVQH,1957-03-22,1973-10-31,Regeringen Erlander III,försvarsminister
i-ErNemW6WNsbRaNz3Q9qVQH,1957-03-22,1973-10-31,Regeringen Palme I,försvarsminister
i-hZRRc3xfX1LHebPrPsSqz,1957-04-26,1965-11-25,Regeringen Erlander II,kommunikationsminister
i-hZRRc3xfX1LHebPrPsSqz,1957-04-26,1965-11-25,Regeringen Erlander III,kommunikationsminister
i-T6dd3fn3avyoiNYJk3XNTR,1957-07-29,1957-10-31,Regeringen Erlander II,jordbruksminister
i-NSMFyosx2ufUQRs2ESaadd,1957-09-20,1959-12-01,Regeringen Erlander II,justitieminister
i-NSMFyosx2ufUQRs2ESaadd,1957-09-20,1959-12-01,Regeringen Erlander III,justitieminister
i-8FeKtrT5DmgTKt1JtCcHmB,1957-10-01,1957-10-31,Regeringen Erlander II,konsultativt statsråd
i-2E2N5MpZ8PjBpuMWc4jqhz,1957-10-31,1969-01-25,Regeringen Erlander III,inrikesminister
i-8FeKtrT5DmgTKt1JtCcHmB,1957-10-31,1967-09-29,Regeringen Erlander III,ecklesiastikminister
i-99KJS3F82n3svGRv82RqRZ,1957-10-31,1958-08-29,Regeringen Erlander III,konsultativt statsråd
i-NU6x9tMTEWYvgbt2N6RDK,1957-10-31,1961-11-24,Regeringen Erlander III,jordbruksminister
i-V5ZxzuUFeNKDvdZPatnBtH,1958-08-29,1963-04-19,Regeringen Erlander III,konsultativt statsråd
i-V5ZxzuUFeNKDvdZPatnBtH,1958-08-29,1963-04-19,Regeringen Erlander III,ungdomsminister
i-U22vAKBq8RA2Ji6KCU4j6Z,1959-12-01,1969-10-14,Regeringen Erlander III,justitieminister
i-Ua1nqYCRbnUSNc5Tw1tXiK,1961-11-25,1969-01-24,Regeringen Erlander III,jordbruksminister
i-BSEtbZG4ePv3rfebXQWRkd,1962-09-19,1971-06-30,Regeringen Erlander III,utrikesminister
i-6yryP5FsumcdXgD5cb8aDF,1962-09-19,1976-10-08,Regeringen Palme I,socialminister
i-BSEtbZG4ePv3rfebXQWRkd,1962-09-19,1971-06-30,Regeringen Palme I,utrikesminister
i-DKX1MP4aaNtFZSpMKXCwY,1963-04-19,1965-11-25,Regeringen Erlander III,ungdomsminister
i-2pEgGvjfozTyRxyzmLZFo2,1965-08-13,1967-09-29,Regeringen Erlander III,konsultativt statsråd
i-PxXnoHZ17qEdb9ZZ9xZFF,1965-09-15,1969-06-27,Regeringen Erlander III,civilminister
i-DKX1MP4aaNtFZSpMKXCwY,1965-11-25,1967-09-28,Regeringen Erlander III,kommunikationsminister
i-2wqSLYX3KMpYHr9NReDRzj,1966-12-09,1969-10-14,Regeringen Erlander III,konsultativt statsråd
i-B4nu9XszBXgUbk8rfByBoJ,1967-01-09,1973-11-03,Regeringen Erlander III,invandrarminister
i-B4nu9XszBXgUbk8rfByBoJ,1967-01-09,1969-10-14,Regeringen Erlander III,konsultativt statsråd
i-B4nu9XszBXgUbk8rfByBoJ,1967-01-09,1973-11-03,Regeringen Palme I,invandrarminister
i-PrkaUkuoauE9i2124cj3AX,1967-02-28,1968-12-31,Regeringen Erlander III,biträdande finansminister
i-2pEgGvjfozTyRxyzmLZFo2,1967-09-29,1969-06-27,Regeringen Erlander III,kommunikationsminister
i-DKX1MP4aaNtFZSpMKXCwY,1967-09-29,1967-12-31,Regeringen Erlander III,ecklesiastikminister
i-QPZoWKCvCmfTAWBDnrZkyr,1967-09-29,1973-11-03,Regeringen Erlander III,skolminister
i-QPZoWKCvCmfTAWBDnrZkyr,1967-09-29,1973-11-03,Regeringen Palme I,skolminister
i-DKX1MP4aaNtFZSpMKXCwY,1968-01-01,1969-10-14,Regeringen Erlander III,utbildningsminister
i-PrkaUkuoauE9i2124cj3AX,1969-01-01,1971-06-30,Regeringen Erlander III,näringsminister
i-PrkaUkuoauE9i2124cj3AX,1969-01-01,1971-06-30,Regeringen Palme I,näringsminister
i-PiA69Zron44x5fF1pHdUBo,1969-01-25,1973-11-02,Regeringen Erlander III,jordbruksminister
i-Ua1nqYCRbnUSNc5Tw1tXiK,1969-01-25,1973-11-03,Regeringen Erlander III,inrikesminister
i-PiA69Zron44x5fF1pHdUBo,1969-01-25,1973-11-02,Regeringen Palme I,jordbruksminister
i-Ua1nqYCRbnUSNc5Tw1tXiK,1969-01-25,1973-11-03,Regeringen Palme I,inrikesminister
i-2pEgGvjfozTyRxyzmLZFo2,1969-06-27,1973-10-31,Regeringen Erlander III,civilminister
i-2pEgGvjfozTyRxyzmLZFo2,1969-06-27,1973-10-31,Regeringen Palme I,civilminister
i-TRwqmRRb2L7vgDjft4i5Z,1969-07-01,1976-10-08,Regeringen Erlander III,kommunikationsminister
i-TRwqmRRb2L7vgDjft4i5Z,1969-07-01,1976-10-08,Regeringen Palme I,kommunikationsminister
i-2wqSLYX3KMpYHr9NReDRzj,1969-10-14,1976-10-08,Regeringen Palme I,justitieminister
i-9oymRiJJCuDafQz6ywVqQ4,1969-10-14,1975-11-01,Regeringen Palme I,löneminister
i-B4nu9XszBXgUbk8rfByBoJ,1969-10-14,1976-10-08,Regeringen Palme I,konsultativt statsråd
i-B4nu9XszBXgUbk8rfByBoJ,1969-10-14,1973-11-03,Regeringen Palme I,ungdomsminister
i-Uvs6wJSKDGeqbWbAmWFoBe,1969-10-14,1973-11-03,Regeringen Palme I,samfundsminister
i-WYkrZExE7jfwHjmfH1DPwg,1969-10-14,1973-11-02,Regeringen Palme I,utbildningsminister
i-YL4aQfT264wNd4jTiiKUox,1969-10-14,1974-12-31,Regeringen Palme I,konsultativt statsråd
i-QSBS4dqtsRDzm8fcNNRFaC,1970-10-03,1976-10-08,Regeringen Palme I,minister för nordiskt samarbete
i-QSBS4dqtsRDzm8fcNNRFaC,1970-10-09,1975-10-27,Regeringen Palme I,handelsminister
i-2E2N5MpZ8PjBpuMWc4jqhz,1971-06-30,1976-10-08,Regeringen Palme I,näringsminister
