person_id,start,end,party,party_id,swerik_party_id
i-122QwSSpyGJQiTJjmrUJCM,1992-03-17,1992-05-31,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-122QwSSpyGJQiTJjmrUJCM,1992-11-26,1992-12-31,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-122QwSSpyGJQiTJjmrUJCM,1993-01-11,1993-01-25,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-122QwSSpyGJQiTJjmrUJCM,1993-01-26,1994-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-122QwSSpyGJQiTJjmrUJCM,1994-10-03,1998-10-05,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-122QwSSpyGJQiTJjmrUJCM,1998-10-05,2002-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-122QwSSpyGJQiTJjmrUJCM,2002-09-30,2006-10-02,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-122QwSSpyGJQiTJjmrUJCM,2006-10-02,2010-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-122QwSSpyGJQiTJjmrUJCM,2010-10-04,2014-09-29,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-122QwSSpyGJQiTJjmrUJCM,2014-09-29,2018-09-24,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-13QQP8owbbh9DWwyjxnTSS,1979-10-01,1982-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-13QQP8owbbh9DWwyjxnTSS,1982-10-04,1985-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-13QQP8owbbh9DWwyjxnTSS,1985-09-30,1988-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-13QQP8owbbh9DWwyjxnTSS,1988-10-03,1991-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-13QQP8owbbh9DWwyjxnTSS,1991-09-30,1992-01-09,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-15XKZT3hRjksEvtHa8x3vk,2022-09-26,2022-10-18,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-15XKZT3hRjksEvtHa8x3vk,2023-08-28,2024-04-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-17NC28Tx5CZ5mzwYAUHKqv,1994-10-03,1998-10-05,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-17NC28Tx5CZ5mzwYAUHKqv,1998-10-05,2002-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-17NC28Tx5CZ5mzwYAUHKqv,2002-09-30,2006-10-02,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-17NC28Tx5CZ5mzwYAUHKqv,2006-10-02,2010-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-17NC28Tx5CZ5mzwYAUHKqv,2010-10-04,2014-09-29,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-17NC28Tx5CZ5mzwYAUHKqv,2014-09-29,2018-09-24,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-17rLcHuXL7eT8W1nwmMH4h,2014-09-29,2018-09-24,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-21bcvvF1pf7n8H2CydJGFb,1971-01-11,1974-01-10,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-21bcvvF1pf7n8H2CydJGFb,1974-01-10,1976-10-04,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-21bcvvF1pf7n8H2CydJGFb,1976-10-04,1979-10-01,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-22wFp6y6WQMw5wNfwCbp8w,1994-10-03,1998-10-05,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-22wFp6y6WQMw5wNfwCbp8w,1998-10-05,2002-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-22wFp6y6WQMw5wNfwCbp8w,2002-09-30,2003-04-16,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-22wFp6y6WQMw5wNfwCbp8w,2003-07-01,2003-09-21,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-22wFp6y6WQMw5wNfwCbp8w,2004-01-01,2005-02-20,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-22wFp6y6WQMw5wNfwCbp8w,2005-08-01,2005-09-19,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-23dA6zcoX9MkR9z7C5GtSC,1979-10-01,1982-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-23dA6zcoX9MkR9z7C5GtSC,1982-10-04,1985-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-23owrgiLSgQRynhwKe5Tja,1971-01-11,1974-01-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-23owrgiLSgQRynhwKe5Tja,1974-01-10,1976-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-23owrgiLSgQRynhwKe5Tja,1976-10-04,1979-10-01,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-23owrgiLSgQRynhwKe5Tja,1979-10-01,1982-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-23owrgiLSgQRynhwKe5Tja,1982-10-04,1985-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-23owrgiLSgQRynhwKe5Tja,1985-09-30,1988-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-23owrgiLSgQRynhwKe5Tja,1988-10-03,1991-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-23owrgiLSgQRynhwKe5Tja,1991-09-30,1994-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-24CbHNwsRznss4Yas6HseU,2002-09-30,2006-10-02,Folkpartiet liberalerna,Q110857,i-Hm85EQfFmbYuYFPjpXtuCj
i-24CbHNwsRznss4Yas6HseU,2006-10-02,2010-10-04,Folkpartiet liberalerna,Q110857,i-Hm85EQfFmbYuYFPjpXtuCj
i-24CbHNwsRznss4Yas6HseU,2010-10-04,2014-09-29,Folkpartiet liberalerna,Q110857,i-Hm85EQfFmbYuYFPjpXtuCj
i-24FhhfcLncvvn1Ea4tJ4p7,1974-01-10,1976-10-04,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-24FhhfcLncvvn1Ea4tJ4p7,1976-10-04,1979-10-01,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-24FhhfcLncvvn1Ea4tJ4p7,1979-10-01,1982-10-04,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-24FhhfcLncvvn1Ea4tJ4p7,1982-10-04,1985-09-30,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-24FhhfcLncvvn1Ea4tJ4p7,1987-01-12,1987-03-16,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-26JwMpJPh7ufEnA9hhtP9j,2014-09-29,2018-09-24,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-26JwMpJPh7ufEnA9hhtP9j,2018-09-24,2022-09-26,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-26JwMpJPh7ufEnA9hhtP9j,2022-09-26,2022-10-18,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-26oFBmKgnHnJoK4Ecs2YVP,2010-10-04,2011-09-30,Sverigedemokraterna,Q504069,i-Cb6hYmJf4EDxesFRgErquJ
i-27g3f2ySACnQtgfDwBTkDs,1980-05-12,1980-06-11,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-27oyAJvfzbLeTfsxMsKC4D,2020-03-09,2020-06-21,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-29sSodYVXoni9iia1vszCy,2006-10-02,2010-10-04,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-29sSodYVXoni9iia1vszCy,2010-10-04,2014-09-29,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-29sSodYVXoni9iia1vszCy,2014-09-29,2018-09-24,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2B9CQsorTkxsV4aDV5kmNj,2022-09-26,,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2BYSzJNcUPXMLvmLd6pE34,1979-10-01,1982-10-04,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2BYSzJNcUPXMLvmLd6pE34,1982-10-04,1984-11-16,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2BYSzJNcUPXMLvmLd6pE34,1984-12-19,1985-09-30,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2BYSzJNcUPXMLvmLd6pE34,1985-09-30,1985-11-18,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2BYSzJNcUPXMLvmLd6pE34,1985-12-19,1988-10-03,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2BYSzJNcUPXMLvmLd6pE34,1988-10-03,1991-09-30,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2BYSzJNcUPXMLvmLd6pE34,1991-09-30,1993-10-05,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2Bind9dyirGQ1UMwS9XjsT,2000-09-20,2002-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2Bind9dyirGQ1UMwS9XjsT,2002-09-30,2006-10-02,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2Bind9dyirGQ1UMwS9XjsT,2006-10-02,2010-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2Bind9dyirGQ1UMwS9XjsT,2010-10-04,2014-09-29,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2Bind9dyirGQ1UMwS9XjsT,2014-09-29,2018-09-24,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2BomLucSUhUFGdLZdLWiCx,1990-02-12,1990-03-23,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2CQ7wMBad8ihMEVBdBSjzx,1986-11-05,1987-10-05,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2CQ7wMBad8ihMEVBdBSjzx,1987-10-06,1988-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2CQ7wMBad8ihMEVBdBSjzx,1988-10-03,1988-11-08,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2CQ7wMBad8ihMEVBdBSjzx,1988-11-08,1991-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2CQ7wMBad8ihMEVBdBSjzx,1991-09-30,1991-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2CQ7wMBad8ihMEVBdBSjzx,1994-10-03,1998-10-05,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2CptAnTqxXA4LBXL7vK9gC,1988-10-03,1991-09-30,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2CptAnTqxXA4LBXL7vK9gC,1991-09-30,1994-10-03,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2CptAnTqxXA4LBXL7vK9gC,1994-10-03,1994-10-19,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2CptAnTqxXA4LBXL7vK9gC,1994-12-17,1998-10-05,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2CptAnTqxXA4LBXL7vK9gC,1998-10-05,2002-09-30,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2D69hJC4BuUkfdTDfQDfwZ,1990-04-18,1990-05-18,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-2D6mwMLvYjVnxu8WpPCAeL,2017-07-15,2018-09-24,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-2D6mwMLvYjVnxu8WpPCAeL,2018-09-24,2021-01-31,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-2D6mwMLvYjVnxu8WpPCAeL,2021-02-01,2022-09-26,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-2DoVBtekXdY2ysRmE7Ujm9,2014-09-29,2017-07-04,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2DoVBtekXdY2ysRmE7Ujm9,2018-03-06,2018-09-24,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2E2N5MpZ8PjBpuMWc4jqhz,1971-01-11,1974-01-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2E2N5MpZ8PjBpuMWc4jqhz,1974-01-10,1976-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2E2N5MpZ8PjBpuMWc4jqhz,1976-10-04,1979-10-01,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2EZPhWWR7yHztg3zN2aNvh,2005-04-25,2005-06-26,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-2EZPhWWR7yHztg3zN2aNvh,2005-11-07,2006-05-21,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-2EZPhWWR7yHztg3zN2aNvh,2006-10-02,2010-10-04,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-2EZPhWWR7yHztg3zN2aNvh,2010-10-04,2014-09-29,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-2FVUSVT1SC2fewMNdrmgeb,1991-09-30,1994-02-06,Folkpartiet liberalerna,Q110857,i-Hm85EQfFmbYuYFPjpXtuCj
i-2FVUSVT1SC2fewMNdrmgeb,1994-05-30,1994-10-03,Folkpartiet liberalerna,Q110857,i-Hm85EQfFmbYuYFPjpXtuCj
i-2FqhRcXF9QRfniBHKAFxU8,2003-05-05,2003-12-19,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2FqhRcXF9QRfniBHKAFxU8,2005-04-18,2005-11-20,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2GE534P2Foy3WpqKPVNeW8,2006-10-02,2010-10-04,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-2GE534P2Foy3WpqKPVNeW8,2011-09-15,2014-09-29,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-2GE534P2Foy3WpqKPVNeW8,2015-12-11,2016-08-06,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-2GE534P2Foy3WpqKPVNeW8,2017-10-19,2018-04-17,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-2GWsAAFBR2Sx71W8taeQ93,2006-10-02,2006-10-06,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2GWsAAFBR2Sx71W8taeQ93,2007-03-18,2007-09-17,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2GrQUZVdfkSwaKMdaXRCZ6,1976-10-04,1979-10-01,Folkpartiet,Q110857,i-FpGjUCojANuvvwqsNXjcuu
i-2GrQUZVdfkSwaKMdaXRCZ6,1979-10-01,1982-10-04,Folkpartiet,Q110857,i-FpGjUCojANuvvwqsNXjcuu
i-2Gu4ZGJPSHe5VzhGSDaUPk,2002-10-21,2006-10-02,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2Gu4ZGJPSHe5VzhGSDaUPk,2006-10-02,2010-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2HFQhchqUWZTJKFYz4PjBu,2022-09-26,,Sverigedemokraterna,Q504069,i-Cb6hYmJf4EDxesFRgErquJ
i-2J2wE3W8hwNZbGpwcXgC4m,2003-09-04,2023-10-08,Sverigedemokraterna,Q504069,i-Cb6hYmJf4EDxesFRgErquJ
i-2J3r8zwqpPMPgVzdyt5mXb,2006-10-02,2006-10-06,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2J3r8zwqpPMPgVzdyt5mXb,2007-09-01,2007-12-31,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2J3r8zwqpPMPgVzdyt5mXb,2010-10-04,2014-09-29,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2J3r8zwqpPMPgVzdyt5mXb,2014-09-29,2015-10-28,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2J3r8zwqpPMPgVzdyt5mXb,2017-10-16,2017-10-18,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2JVaywB5mzNwVBk8D4UMn2,2019-01-21,2021-09-02,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2JVaywB5mzNwVBk8D4UMn2,2021-09-03,2022-09-26,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2JVaywB5mzNwVBk8D4UMn2,2022-09-26,2022-10-18,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2KdtfKFSqL1vq17VFAo5fa,2018-09-24,2022-06-07,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2Mf7WKdcHrqFKbwM3gXcPT,1971-01-11,1974-01-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2Mf7WKdcHrqFKbwM3gXcPT,1976-10-04,1979-10-01,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2Mf7WKdcHrqFKbwM3gXcPT,1979-10-01,1982-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2Mf7WKdcHrqFKbwM3gXcPT,1982-10-04,1985-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2Mf7WKdcHrqFKbwM3gXcPT,1985-09-30,1988-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2Mf7WKdcHrqFKbwM3gXcPT,1988-10-03,1991-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2Q6ifMRXgcSC8YnnwWXxS7,2008-10-01,2010-10-04,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-2R36DMEY5uNMYenbPZFmEF,1979-10-01,1982-10-04,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2RabH8oTzH5HLTzVwyNhTn,1985-09-30,1988-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2RabH8oTzH5HLTzVwyNhTn,1988-10-03,1991-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2RabH8oTzH5HLTzVwyNhTn,1991-09-30,1994-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2RabH8oTzH5HLTzVwyNhTn,1994-10-03,1998-10-05,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2RabH8oTzH5HLTzVwyNhTn,1998-10-05,2000-07-31,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2SnUjYd3qzUQVBobN3u1Yc,2006-10-02,2010-10-04,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2SnUjYd3qzUQVBobN3u1Yc,2010-10-04,2014-09-29,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2SnUjYd3qzUQVBobN3u1Yc,2014-09-29,2018-09-24,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2SnUjYd3qzUQVBobN3u1Yc,2018-09-24,2022-09-26,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2SnUjYd3qzUQVBobN3u1Yc,2022-09-26,,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2TjHxpmGAa43Gvfd6Uf3nm,1979-10-01,1982-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2TjHxpmGAa43Gvfd6Uf3nm,1982-10-04,1985-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2TjHxpmGAa43Gvfd6Uf3nm,1985-09-30,1988-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2YMXTmw5qRAptNNy3BUrrF,2018-09-24,2022-09-26,Sverigedemokraterna,Q504069,i-Cb6hYmJf4EDxesFRgErquJ
i-2YMXTmw5qRAptNNy3BUrrF,2022-09-26,,Sverigedemokraterna,Q504069,i-Cb6hYmJf4EDxesFRgErquJ
i-2ZcLNQ889BCYDFJuLZT77S,1971-01-11,1974-01-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2ZcLNQ889BCYDFJuLZT77S,1974-01-10,1976-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2ZcLNQ889BCYDFJuLZT77S,1976-10-04,1979-10-01,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2ZcLNQ889BCYDFJuLZT77S,1979-10-01,1982-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2ZcLNQ889BCYDFJuLZT77S,1982-10-04,1985-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2aZQBvMx8o6ihusfvExbt8,1994-10-03,1998-10-05,Vänsterpartiet,Q110837,i-CJb7bcc1eZcehvGarg8GpB
i-2aZQBvMx8o6ihusfvExbt8,1998-10-05,2002-09-30,Vänsterpartiet,Q110837,i-CJb7bcc1eZcehvGarg8GpB
i-2aZQBvMx8o6ihusfvExbt8,2002-09-30,2006-10-02,Vänsterpartiet,Q110837,i-CJb7bcc1eZcehvGarg8GpB
i-2aZQBvMx8o6ihusfvExbt8,2006-10-02,2010-10-04,Vänsterpartiet,Q110837,i-CJb7bcc1eZcehvGarg8GpB
i-2bU177zRXqttE4vR8aEJ97,1994-10-03,1994-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2c9rVAoZGjLhTDcwaorNo9,2014-09-29,2018-09-24,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2c9rVAoZGjLhTDcwaorNo9,2018-09-24,2022-09-26,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2c9rVAoZGjLhTDcwaorNo9,2022-09-26,,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2cLoxXq5VAxu3RYfzsD3qx,1971-01-11,1974-01-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2cLoxXq5VAxu3RYfzsD3qx,1974-01-10,1976-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2cU2TDpPdwZBz4RUDmpFhN,1989-10-12,1989-11-13,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2dwC5U2RuvHwfhzcwB91oo,2022-09-26,,Sverigedemokraterna,Q504069,i-Cb6hYmJf4EDxesFRgErquJ
i-2erDJuffjtgN8bt6dbUTTo,1974-01-10,1976-10-04,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2fr3vB32hz5Z6xAxeRqads,2018-09-24,2022-09-26,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2fr3vB32hz5Z6xAxeRqads,2022-09-26,,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2ggBvfkHRn3s8FvFEPLxjs,1982-10-04,1985-09-30,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2ggBvfkHRn3s8FvFEPLxjs,1985-09-30,1987-10-13,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2ggBvfkHRn3s8FvFEPLxjs,1987-11-17,1988-10-03,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2ggBvfkHRn3s8FvFEPLxjs,1988-10-03,1991-09-30,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2ggBvfkHRn3s8FvFEPLxjs,1991-09-30,1994-10-03,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2ggBvfkHRn3s8FvFEPLxjs,1994-10-03,1998-10-05,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2ggBvfkHRn3s8FvFEPLxjs,1998-10-05,2002-09-30,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2ggBvfkHRn3s8FvFEPLxjs,2002-09-30,2006-10-02,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-2mNEN1Zszf1P35pk3WZQhH,1991-09-30,1991-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2mNEN1Zszf1P35pk3WZQhH,1994-10-03,1998-10-05,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2mNEN1Zszf1P35pk3WZQhH,1998-10-05,2002-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2mNEN1Zszf1P35pk3WZQhH,2002-09-30,2006-10-02,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2mNEN1Zszf1P35pk3WZQhH,2006-10-02,2010-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2pEgGvjfozTyRxyzmLZFo2,1971-01-11,1974-01-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2pEgGvjfozTyRxyzmLZFo2,1974-01-10,1974-01-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2pEgGvjfozTyRxyzmLZFo2,1976-10-04,1979-10-01,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2pEgGvjfozTyRxyzmLZFo2,1979-10-01,1982-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-2pEgGvjfozTyRxyzmLZFo2,1982-10-04,1982-10-07,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
