parliament_year,chamber,swerik_party_id,calendar_year,nr_seats_snapshot,nr_seats_gold,party,inception,dissolution,missing_party_mapping,diff,abs_diff
1948,fk,i-TQCUzfkvYhBFrXeQwXoENH,1948,0,3,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-3,3
1948,fk,i-UiFZiVNo3YgVfyN93Qigiv,1948,7,0,Centerpartiet,1957-01-01,9999-12-31,false,7,7
1948,fk,i-VS8ddgxigwL5TceKtXGApS,1948,86,85,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1949,ak,No SWERIK-id found,1949,1,0,No SWERIK-id found,,,true,1,1
1949,ak,i-3A4u29WVtvfu8i1KwuPEeE,1949,17,0,Högerpartiet,1952-01-01,1969-01-01,false,17,17
1949,ak,i-4nyjRorziqEDtDmp1ZXDoP,1949,5,23,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-18,18
1949,ak,i-CJb7bcc1eZcehvGarg8GpB,1949,7,0,Vänsterpartiet,1990-01-01,9999-12-31,false,7,7
1949,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1949,20,30,Bondeförbundet,1913-01-01,1956-12-31,false,-10,10
1949,ak,i-F6Stwe8wVnSPa3BbgusszQ,1949,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1949,ak,i-FpGjUCojANuvvwqsNXjcuu,1949,54,57,Folkpartiet,1934-01-01,1990-01-01,false,-3,3
1949,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1949,4,0,Liberalerna,2015-11-25,9999-12-31,false,4,4
1949,ak,i-TQCUzfkvYhBFrXeQwXoENH,1949,0,8,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-8,8
1949,ak,i-UiFZiVNo3YgVfyN93Qigiv,1949,10,0,Centerpartiet,1957-01-01,9999-12-31,false,10,10
1949,ak,i-VS8ddgxigwL5TceKtXGApS,1949,113,112,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1949,fk,i-3A4u29WVtvfu8i1KwuPEeE,1949,19,0,Högerpartiet,1952-01-01,1969-01-01,false,19,19
1949,fk,i-4nyjRorziqEDtDmp1ZXDoP,1949,5,25,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-20,20
1949,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1949,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1949,fk,i-CJb7bcc1eZcehvGarg8GpB,1949,3,0,Vänsterpartiet,1990-01-01,9999-12-31,false,3,3
1949,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1949,14,21,Bondeförbundet,1913-01-01,1956-12-31,false,-7,7
1949,fk,i-F6Stwe8wVnSPa3BbgusszQ,1949,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1949,fk,i-FpGjUCojANuvvwqsNXjcuu,1949,18,18,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1949,fk,i-TQCUzfkvYhBFrXeQwXoENH,1949,0,4,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-4,4
1949,fk,i-UiFZiVNo3YgVfyN93Qigiv,1949,7,0,Centerpartiet,1957-01-01,9999-12-31,false,7,7
1949,fk,i-VS8ddgxigwL5TceKtXGApS,1949,84,85,Socialdemokraterna,1889-01-01,9999-12-31,false,-1,1
1950,ak,No SWERIK-id found,1950,1,0,No SWERIK-id found,,,true,1,1
1950,ak,i-3A4u29WVtvfu8i1KwuPEeE,1950,16,0,Högerpartiet,1952-01-01,1969-01-01,false,16,16
1950,ak,i-4nyjRorziqEDtDmp1ZXDoP,1950,5,23,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-18,18
1950,ak,i-CJb7bcc1eZcehvGarg8GpB,1950,7,0,Vänsterpartiet,1990-01-01,9999-12-31,false,7,7
1950,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1950,19,30,Bondeförbundet,1913-01-01,1956-12-31,false,-11,11
1950,ak,i-F6Stwe8wVnSPa3BbgusszQ,1950,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1950,ak,i-FpGjUCojANuvvwqsNXjcuu,1950,54,57,Folkpartiet,1934-01-01,1990-01-01,false,-3,3
1950,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1950,4,0,Liberalerna,2015-11-25,9999-12-31,false,4,4
1950,ak,i-UiFZiVNo3YgVfyN93Qigiv,1950,11,0,Centerpartiet,1957-01-01,9999-12-31,false,11,11
1950,ak,i-VS8ddgxigwL5TceKtXGApS,1950,112,112,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1950,fk,i-3A4u29WVtvfu8i1KwuPEeE,1950,16,0,Högerpartiet,1952-01-01,1969-01-01,false,16,16
1950,fk,i-4nyjRorziqEDtDmp1ZXDoP,1950,4,22,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-18,18
1950,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1950,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1950,fk,i-CJb7bcc1eZcehvGarg8GpB,1950,2,0,Vänsterpartiet,1990-01-01,9999-12-31,false,2,2
1950,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1950,15,23,Bondeförbundet,1913-01-01,1956-12-31,false,-8,8
1950,fk,i-F6Stwe8wVnSPa3BbgusszQ,1950,3,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,3,3
1950,fk,i-FpGjUCojANuvvwqsNXjcuu,1950,20,20,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1950,fk,i-TQCUzfkvYhBFrXeQwXoENH,1950,1,3,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-2,2
1950,fk,i-UiFZiVNo3YgVfyN93Qigiv,1950,8,0,Centerpartiet,1957-01-01,9999-12-31,false,8,8
1950,fk,i-VS8ddgxigwL5TceKtXGApS,1950,82,81,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1951,ak,No SWERIK-id found,1951,1,0,No SWERIK-id found,,,true,1,1
1951,ak,i-3A4u29WVtvfu8i1KwuPEeE,1951,16,0,Högerpartiet,1952-01-01,1969-01-01,false,16,16
1951,ak,i-4nyjRorziqEDtDmp1ZXDoP,1951,5,23,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-18,18
1951,ak,i-CJb7bcc1eZcehvGarg8GpB,1951,7,0,Vänsterpartiet,1990-01-01,9999-12-31,false,7,7
1951,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1951,19,30,Bondeförbundet,1913-01-01,1956-12-31,false,-11,11
1951,ak,i-F6Stwe8wVnSPa3BbgusszQ,1951,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1951,ak,i-FpGjUCojANuvvwqsNXjcuu,1951,53,57,Folkpartiet,1934-01-01,1990-01-01,false,-4,4
1951,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1951,4,0,Liberalerna,2015-11-25,9999-12-31,false,4,4
1951,ak,i-UiFZiVNo3YgVfyN93Qigiv,1951,11,0,Centerpartiet,1957-01-01,9999-12-31,false,11,11
1951,ak,i-VS8ddgxigwL5TceKtXGApS,1951,113,112,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1951,fk,i-3A4u29WVtvfu8i1KwuPEeE,1951,13,0,Högerpartiet,1952-01-01,1969-01-01,false,13,13
1951,fk,i-4nyjRorziqEDtDmp1ZXDoP,1951,4,21,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-17,17
1951,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1951,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1951,fk,i-CJb7bcc1eZcehvGarg8GpB,1951,3,0,Vänsterpartiet,1990-01-01,9999-12-31,false,3,3
1951,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1951,17,25,Bondeförbundet,1913-01-01,1956-12-31,false,-8,8
1951,fk,i-F6Stwe8wVnSPa3BbgusszQ,1951,4,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,4,4
1951,fk,i-FpGjUCojANuvvwqsNXjcuu,1951,20,20,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1951,fk,i-TQCUzfkvYhBFrXeQwXoENH,1951,1,4,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-3,3
1951,fk,i-UiFZiVNo3YgVfyN93Qigiv,1951,8,0,Centerpartiet,1957-01-01,9999-12-31,false,8,8
1951,fk,i-VS8ddgxigwL5TceKtXGApS,1951,81,79,Socialdemokraterna,1889-01-01,9999-12-31,false,2,2
1952,ak,No SWERIK-id found,1952,1,0,No SWERIK-id found,,,true,1,1
1952,ak,i-3A4u29WVtvfu8i1KwuPEeE,1952,16,0,Högerpartiet,1952-01-01,1969-01-01,false,16,16
1952,ak,i-4nyjRorziqEDtDmp1ZXDoP,1952,5,23,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-18,18
1952,ak,i-CJb7bcc1eZcehvGarg8GpB,1952,7,0,Vänsterpartiet,1990-01-01,9999-12-31,false,7,7
1952,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1952,19,30,Bondeförbundet,1913-01-01,1956-12-31,false,-11,11
1952,ak,i-F6Stwe8wVnSPa3BbgusszQ,1952,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1952,ak,i-FpGjUCojANuvvwqsNXjcuu,1952,52,57,Folkpartiet,1934-01-01,1990-01-01,false,-5,5
1952,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1952,4,0,Liberalerna,2015-11-25,9999-12-31,false,4,4
1952,ak,i-UiFZiVNo3YgVfyN93Qigiv,1952,11,0,Centerpartiet,1957-01-01,9999-12-31,false,11,11
1952,ak,i-VS8ddgxigwL5TceKtXGApS,1952,113,112,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1952,fk,i-3A4u29WVtvfu8i1KwuPEeE,1952,13,0,Högerpartiet,1952-01-01,1969-01-01,false,13,13
1952,fk,i-4nyjRorziqEDtDmp1ZXDoP,1952,3,20,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-17,17
1952,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1952,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1952,fk,i-CJb7bcc1eZcehvGarg8GpB,1952,3,0,Vänsterpartiet,1990-01-01,9999-12-31,false,3,3
1952,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1952,15,24,Bondeförbundet,1913-01-01,1956-12-31,false,-9,9
1952,fk,i-F6Stwe8wVnSPa3BbgusszQ,1952,5,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,5,5
1952,fk,i-FpGjUCojANuvvwqsNXjcuu,1952,21,21,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1952,fk,i-TQCUzfkvYhBFrXeQwXoENH,1952,1,4,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-3,3
1952,fk,i-UiFZiVNo3YgVfyN93Qigiv,1952,9,0,Centerpartiet,1957-01-01,9999-12-31,false,9,9
1952,fk,i-VS8ddgxigwL5TceKtXGApS,1952,82,80,Socialdemokraterna,1889-01-01,9999-12-31,false,2,2
1953,ak,i-3A4u29WVtvfu8i1KwuPEeE,1953,23,0,Högerpartiet,1952-01-01,1969-01-01,false,23,23
1953,ak,i-4nyjRorziqEDtDmp1ZXDoP,1953,5,31,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-26,26
1953,ak,i-CJb7bcc1eZcehvGarg8GpB,1953,5,0,Vänsterpartiet,1990-01-01,9999-12-31,false,5,5
1953,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1953,14,26,Bondeförbundet,1913-01-01,1956-12-31,false,-12,12
1953,ak,i-F6Stwe8wVnSPa3BbgusszQ,1953,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1953,ak,i-FpGjUCojANuvvwqsNXjcuu,1953,52,58,Folkpartiet,1934-01-01,1990-01-01,false,-6,6
1953,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1953,6,0,Liberalerna,2015-11-25,9999-12-31,false,6,6
1953,ak,i-TQCUzfkvYhBFrXeQwXoENH,1953,0,5,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-5,5
1953,ak,i-UiFZiVNo3YgVfyN93Qigiv,1953,12,0,Centerpartiet,1957-01-01,9999-12-31,false,12,12
1953,ak,i-VS8ddgxigwL5TceKtXGApS,1953,112,110,Socialdemokraterna,1889-01-01,9999-12-31,false,2,2
1953,fk,i-3A4u29WVtvfu8i1KwuPEeE,1953,13,0,Högerpartiet,1952-01-01,1969-01-01,false,13,13
1953,fk,i-4nyjRorziqEDtDmp1ZXDoP,1953,3,19,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-16,16
1953,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1953,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1953,fk,i-CJb7bcc1eZcehvGarg8GpB,1953,3,0,Vänsterpartiet,1990-01-01,9999-12-31,false,3,3
1953,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1953,16,25,Bondeförbundet,1913-01-01,1956-12-31,false,-9,9
1953,fk,i-F6Stwe8wVnSPa3BbgusszQ,1953,4,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,4,4
1953,fk,i-FpGjUCojANuvvwqsNXjcuu,1953,22,22,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1953,fk,i-TQCUzfkvYhBFrXeQwXoENH,1953,1,4,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-3,3
1953,fk,i-UiFZiVNo3YgVfyN93Qigiv,1953,9,0,Centerpartiet,1957-01-01,9999-12-31,false,9,9
1953,fk,i-VS8ddgxigwL5TceKtXGApS,1953,80,79,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1954,ak,i-3A4u29WVtvfu8i1KwuPEeE,1954,23,0,Högerpartiet,1952-01-01,1969-01-01,false,23,23
1954,ak,i-4nyjRorziqEDtDmp1ZXDoP,1954,5,31,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-26,26
1954,ak,i-CJb7bcc1eZcehvGarg8GpB,1954,5,0,Vänsterpartiet,1990-01-01,9999-12-31,false,5,5
1954,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1954,14,26,Bondeförbundet,1913-01-01,1956-12-31,false,-12,12
1954,ak,i-F6Stwe8wVnSPa3BbgusszQ,1954,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1954,ak,i-FpGjUCojANuvvwqsNXjcuu,1954,52,58,Folkpartiet,1934-01-01,1990-01-01,false,-6,6
1954,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1954,6,0,Liberalerna,2015-11-25,9999-12-31,false,6,6
1954,ak,i-UiFZiVNo3YgVfyN93Qigiv,1954,12,0,Centerpartiet,1957-01-01,9999-12-31,false,12,12
1954,ak,i-VS8ddgxigwL5TceKtXGApS,1954,112,110,Socialdemokraterna,1889-01-01,9999-12-31,false,2,2
1954,fk,i-3A4u29WVtvfu8i1KwuPEeE,1954,9,0,Högerpartiet,1952-01-01,1969-01-01,false,9,9
1954,fk,i-4nyjRorziqEDtDmp1ZXDoP,1954,3,15,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-12,12
1954,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1954,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1954,fk,i-CJb7bcc1eZcehvGarg8GpB,1954,2,0,Vänsterpartiet,1990-01-01,9999-12-31,false,2,2
1954,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1954,15,25,Bondeförbundet,1913-01-01,1956-12-31,false,-10,10
1954,fk,i-F6Stwe8wVnSPa3BbgusszQ,1954,4,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,4,4
1954,fk,i-FpGjUCojANuvvwqsNXjcuu,1954,27,27,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1954,fk,i-TQCUzfkvYhBFrXeQwXoENH,1954,1,3,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-2,2
1954,fk,i-UiFZiVNo3YgVfyN93Qigiv,1954,10,0,Centerpartiet,1957-01-01,9999-12-31,false,10,10
1954,fk,i-VS8ddgxigwL5TceKtXGApS,1954,82,79,Socialdemokraterna,1889-01-01,9999-12-31,false,3,3
1955,ak,i-3A4u29WVtvfu8i1KwuPEeE,1955,23,0,Högerpartiet,1952-01-01,1969-01-01,false,23,23
1955,ak,i-4nyjRorziqEDtDmp1ZXDoP,1955,5,31,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-26,26
1955,ak,i-CJb7bcc1eZcehvGarg8GpB,1955,4,0,Vänsterpartiet,1990-01-01,9999-12-31,false,4,4
1955,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1955,14,26,Bondeförbundet,1913-01-01,1956-12-31,false,-12,12
1955,ak,i-F6Stwe8wVnSPa3BbgusszQ,1955,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1955,ak,i-FpGjUCojANuvvwqsNXjcuu,1955,51,58,Folkpartiet,1934-01-01,1990-01-01,false,-7,7
1955,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1955,6,0,Liberalerna,2015-11-25,9999-12-31,false,6,6
1955,ak,i-UiFZiVNo3YgVfyN93Qigiv,1955,12,0,Centerpartiet,1957-01-01,9999-12-31,false,12,12
1955,ak,i-VS8ddgxigwL5TceKtXGApS,1955,113,110,Socialdemokraterna,1889-01-01,9999-12-31,false,3,3
1955,fk,i-3A4u29WVtvfu8i1KwuPEeE,1955,8,0,Högerpartiet,1952-01-01,1969-01-01,false,8,8
1955,fk,i-4nyjRorziqEDtDmp1ZXDoP,1955,2,13,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-11,11
1955,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1955,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1955,fk,i-CJb7bcc1eZcehvGarg8GpB,1955,2,0,Vänsterpartiet,1990-01-01,9999-12-31,false,2,2
1955,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1955,14,25,Bondeförbundet,1913-01-01,1956-12-31,false,-11,11
1955,fk,i-F6Stwe8wVnSPa3BbgusszQ,1955,4,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,4,4
1955,fk,i-FpGjUCojANuvvwqsNXjcuu,1955,29,30,Folkpartiet,1934-01-01,1990-01-01,false,-1,1
1955,fk,i-Kpkv9BSujEEJp1S4rDiDt7,1955,1,0,Liberalerna,2015-11-25,9999-12-31,false,1,1
1955,fk,i-TQCUzfkvYhBFrXeQwXoENH,1955,1,3,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-2,2
1955,fk,i-UiFZiVNo3YgVfyN93Qigiv,1955,11,0,Centerpartiet,1957-01-01,9999-12-31,false,11,11
1955,fk,i-VS8ddgxigwL5TceKtXGApS,1955,79,78,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1956,ak,i-3A4u29WVtvfu8i1KwuPEeE,1956,24,0,Högerpartiet,1952-01-01,1969-01-01,false,24,24
1956,ak,i-4nyjRorziqEDtDmp1ZXDoP,1956,4,31,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-27,27
1956,ak,i-CJb7bcc1eZcehvGarg8GpB,1956,4,0,Vänsterpartiet,1990-01-01,9999-12-31,false,4,4
1956,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1956,15,26,Bondeförbundet,1913-01-01,1956-12-31,false,-11,11
1956,ak,i-F6Stwe8wVnSPa3BbgusszQ,1956,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1956,ak,i-FpGjUCojANuvvwqsNXjcuu,1956,51,58,Folkpartiet,1934-01-01,1990-01-01,false,-7,7
1956,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1956,7,0,Liberalerna,2015-11-25,9999-12-31,false,7,7
1956,ak,i-UiFZiVNo3YgVfyN93Qigiv,1956,11,0,Centerpartiet,1957-01-01,9999-12-31,false,11,11
1956,ak,i-VS8ddgxigwL5TceKtXGApS,1956,112,110,Socialdemokraterna,1889-01-01,9999-12-31,false,2,2
1956,fk,i-3A4u29WVtvfu8i1KwuPEeE,1956,8,0,Högerpartiet,1952-01-01,1969-01-01,false,8,8
1956,fk,i-4nyjRorziqEDtDmp1ZXDoP,1956,3,14,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-11,11
1956,fk,i-CJb7bcc1eZcehvGarg8GpB,1956,2,0,Vänsterpartiet,1990-01-01,9999-12-31,false,2,2
1956,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1956,14,25,Bondeförbundet,1913-01-01,1956-12-31,false,-11,11
1956,fk,i-F6Stwe8wVnSPa3BbgusszQ,1956,4,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,4,4
1956,fk,i-FpGjUCojANuvvwqsNXjcuu,1956,28,30,Folkpartiet,1934-01-01,1990-01-01,false,-2,2
1956,fk,i-Kpkv9BSujEEJp1S4rDiDt7,1956,2,0,Liberalerna,2015-11-25,9999-12-31,false,2,2
1956,fk,i-TQCUzfkvYhBFrXeQwXoENH,1956,1,3,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-2,2
1956,fk,i-UiFZiVNo3YgVfyN93Qigiv,1956,11,0,Centerpartiet,1957-01-01,9999-12-31,false,11,11
1956,fk,i-VS8ddgxigwL5TceKtXGApS,1956,79,78,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1957,ak,i-3A4u29WVtvfu8i1KwuPEeE,1957,32,0,Högerpartiet,1952-01-01,1969-01-01,false,32,32
1957,ak,i-4nyjRorziqEDtDmp1ZXDoP,1957,4,42,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-38,38
1957,ak,i-CJb7bcc1eZcehvGarg8GpB,1957,5,0,Vänsterpartiet,1990-01-01,9999-12-31,false,5,5
1957,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1957,10,0,Bondeförbundet,1913-01-01,1956-12-31,false,10,10
1957,ak,i-F6Stwe8wVnSPa3BbgusszQ,1957,5,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,5,5
1957,ak,i-FpGjUCojANuvvwqsNXjcuu,1957,51,58,Folkpartiet,1934-01-01,1990-01-01,false,-7,7
1957,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1957,7,0,Liberalerna,2015-11-25,9999-12-31,false,7,7
1957,ak,i-TQCUzfkvYhBFrXeQwXoENH,1957,0,6,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-6,6
1957,ak,i-UiFZiVNo3YgVfyN93Qigiv,1957,9,19,Centerpartiet,1957-01-01,9999-12-31,false,-10,10
1957,ak,i-VS8ddgxigwL5TceKtXGApS,1957,106,106,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1957,fk,i-3A4u29WVtvfu8i1KwuPEeE,1957,8,0,Högerpartiet,1952-01-01,1969-01-01,false,8,8
1957,fk,i-4nyjRorziqEDtDmp1ZXDoP,1957,2,13,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-11,11
1957,fk,i-CJb7bcc1eZcehvGarg8GpB,1957,2,0,Vänsterpartiet,1990-01-01,9999-12-31,false,2,2
1957,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1957,10,0,Bondeförbundet,1913-01-01,1956-12-31,false,10,10
1957,fk,i-F6Stwe8wVnSPa3BbgusszQ,1957,4,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,4,4
1957,fk,i-FpGjUCojANuvvwqsNXjcuu,1957,28,30,Folkpartiet,1934-01-01,1990-01-01,false,-2,2
1957,fk,i-Kpkv9BSujEEJp1S4rDiDt7,1957,2,0,Liberalerna,2015-11-25,9999-12-31,false,2,2
1957,fk,i-TQCUzfkvYhBFrXeQwXoENH,1957,1,3,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-2,2
1957,fk,i-UiFZiVNo3YgVfyN93Qigiv,1957,15,25,Centerpartiet,1957-01-01,9999-12-31,false,-10,10
1957,fk,i-VS8ddgxigwL5TceKtXGApS,1957,81,79,Socialdemokraterna,1889-01-01,9999-12-31,false,2,2
1958,ak,i-3A4u29WVtvfu8i1KwuPEeE,1958,37,0,Högerpartiet,1952-01-01,1969-01-01,false,37,37
1958,ak,i-4nyjRorziqEDtDmp1ZXDoP,1958,4,45,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-41,41
1958,ak,i-CJb7bcc1eZcehvGarg8GpB,1958,5,0,Vänsterpartiet,1990-01-01,9999-12-31,false,5,5
1958,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1958,11,0,Bondeförbundet,1913-01-01,1956-12-31,false,11,11
1958,ak,i-F6Stwe8wVnSPa3BbgusszQ,1958,6,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,6,6
1958,ak,i-FpGjUCojANuvvwqsNXjcuu,1958,52,38,Folkpartiet,1934-01-01,1990-01-01,false,14,14
1958,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1958,6,0,Liberalerna,2015-11-25,9999-12-31,false,6,6
1958,ak,i-TQCUzfkvYhBFrXeQwXoENH,1958,0,5,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-5,5
1958,ak,i-UiFZiVNo3YgVfyN93Qigiv,1958,20,32,Centerpartiet,1957-01-01,9999-12-31,false,-12,12
1958,ak,i-VS8ddgxigwL5TceKtXGApS,1958,112,111,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1958,fk,i-3A4u29WVtvfu8i1KwuPEeE,1958,10,0,Högerpartiet,1952-01-01,1969-01-01,false,10,10
1958,fk,i-4nyjRorziqEDtDmp1ZXDoP,1958,2,16,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-14,14
1958,fk,i-CJb7bcc1eZcehvGarg8GpB,1958,2,0,Vänsterpartiet,1990-01-01,9999-12-31,false,2,2
1958,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1958,7,0,Bondeförbundet,1913-01-01,1956-12-31,false,7,7
1958,fk,i-F6Stwe8wVnSPa3BbgusszQ,1958,5,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,5,5
1958,fk,i-FpGjUCojANuvvwqsNXjcuu,1958,27,29,Folkpartiet,1934-01-01,1990-01-01,false,-2,2
1958,fk,i-Kpkv9BSujEEJp1S4rDiDt7,1958,2,0,Liberalerna,2015-11-25,9999-12-31,false,2,2
1958,fk,i-TQCUzfkvYhBFrXeQwXoENH,1958,1,3,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-2,2
1958,fk,i-UiFZiVNo3YgVfyN93Qigiv,1958,16,24,Centerpartiet,1957-01-01,9999-12-31,false,-8,8
1958,fk,i-VS8ddgxigwL5TceKtXGApS,1958,80,79,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1959,ak,i-3A4u29WVtvfu8i1KwuPEeE,1959,34,0,Högerpartiet,1952-01-01,1969-01-01,false,34,34
1959,ak,i-4nyjRorziqEDtDmp1ZXDoP,1959,4,45,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-41,41
1959,ak,i-CJb7bcc1eZcehvGarg8GpB,1959,4,0,Vänsterpartiet,1990-01-01,9999-12-31,false,4,4
1959,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1959,10,0,Bondeförbundet,1913-01-01,1956-12-31,false,10,10
1959,ak,i-F6Stwe8wVnSPa3BbgusszQ,1959,6,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,6,6
1959,ak,i-FpGjUCojANuvvwqsNXjcuu,1959,32,38,Folkpartiet,1934-01-01,1990-01-01,false,-6,6
